"","Leto","Drzava","Prevozno_sredstvo","Stevilo"
"698",2011,"Sweden","Vlak",24
"699",2011,"Switzerland","Vlak",10
"700",2011,"United Kingdom","Vlak",55
"701",2012,"Austria","Vlak",33
"702",2012,"Belgium","Vlak",18
"703",2012,"Bulgaria","Vlak",21
"704",2012,"Croatia","Vlak",14
"705",2012,"Czechia","Vlak",26
"706",2012,"Denmark","Vlak",8
"707",2012,"Estonia","Vlak",7
"708",2012,"Finland","Vlak",9
"709",2012,"France","Vlak",71
"710",2012,"Germany (until 1990 former territory of the FRG)","Vlak",138
"711",2012,"Greece","Vlak",18
"712",2012,"Hungary","Vlak",72
"713",2012,"Ireland","Vlak",0
"714",2012,"Italy","Vlak",68
"715",2012,"Latvia","Vlak",18
"716",2012,"Lithuania","Vlak",19
"717",2012,"Luxembourg","Vlak",0
"718",2012,"Netherlands","Vlak",16
"719",2012,"Norway","Vlak",1
"720",2012,"Poland","Vlak",271
"721",2012,"Portugal","Vlak",24
"722",2012,"Romania","Vlak",126
"723",2012,"Slovakia","Vlak",68
"724",2012,"Slovenia","Vlak",5
"725",2012,"Spain","Vlak",27
"726",2012,"Sweden","Vlak",15
"727",2012,"Switzerland","Vlak",19
"728",2012,"United Kingdom","Vlak",42
"729",2013,"Austria","Vlak",26
"730",2013,"Belgium","Vlak",15
"731",2013,"Bulgaria","Vlak",12
"732",2013,"Croatia","Vlak",18
"733",2013,"Czechia","Vlak",24
"734",2013,"Denmark","Vlak",8
"735",2013,"Estonia","Vlak",4
"736",2013,"Finland","Vlak",6
"737",2013,"France","Vlak",85
"738",2013,"Germany (until 1990 former territory of the FRG)","Vlak",137
"739",2013,"Greece","Vlak",9
"740",2013,"Hungary","Vlak",102
"741",2013,"Ireland","Vlak",1
"742",2013,"Italy","Vlak",61
"743",2013,"Latvia","Vlak",14
"744",2013,"Lithuania","Vlak",17
"745",2013,"Luxembourg","Vlak",3
"746",2013,"Netherlands","Vlak",17
"747",2013,"Norway","Vlak",4
"748",2013,"Poland","Vlak",227
"749",2013,"Portugal","Vlak",26
"750",2013,"Romania","Vlak",101
"751",2013,"Slovakia","Vlak",55
"752",2013,"Slovenia","Vlak",5
"753",2013,"Spain","Vlak",105
"754",2013,"Sweden","Vlak",17
"755",2013,"Switzerland","Vlak",17
"756",2013,"United Kingdom","Vlak",34
"757",2014,"Austria","Vlak",25
"758",2014,"Belgium","Vlak",22
"759",2014,"Bulgaria","Vlak",23
"760",2014,"Croatia","Vlak",19
"761",2014,"Czechia","Vlak",31
"762",2014,"Denmark","Vlak",12
"763",2014,"Estonia","Vlak",9
"764",2014,"Finland","Vlak",6
"765",2014,"France","Vlak",65
"766",2014,"Germany (until 1990 former territory of the FRG)","Vlak",160
"767",2014,"Greece","Vlak",9
"768",2014,"Hungary","Vlak",108
"769",2014,"Ireland","Vlak",2
"770",2014,"Italy","Vlak",53
"771",2014,"Latvia","Vlak",15
"772",2014,"Lithuania","Vlak",11
"773",2014,"Luxembourg","Vlak",0
"774",2014,"Netherlands","Vlak",9
"775",2014,"Norway","Vlak",1
"776",2014,"Poland","Vlak",206
"777",2014,"Portugal","Vlak",19
"778",2014,"Romania","Vlak",96
"779",2014,"Slovakia","Vlak",76
"780",2014,"Slovenia","Vlak",3
"781",2014,"Spain","Vlak",25
"782",2014,"Sweden","Vlak",25
"783",2014,"Switzerland","Vlak",18
"784",2014,"United Kingdom","Vlak",25
"785",2015,"Austria","Vlak",35
"786",2015,"Belgium","Vlak",13
"787",2015,"Bulgaria","Vlak",20
"788",2015,"Croatia","Vlak",15
"789",2015,"Czechia","Vlak",29
"790",2015,"Denmark","Vlak",7
"791",2015,"Estonia","Vlak",2
"792",2015,"Finland","Vlak",7
"793",2015,"France","Vlak",54
"794",2015,"Germany (until 1990 former territory of the FRG)","Vlak",130
"795",2015,"Greece","Vlak",14
"796",2015,"Hungary","Vlak",109
"797",2015,"Ireland","Vlak",0
"798",2015,"Italy","Vlak",46
"799",2015,"Latvia","Vlak",9
"800",2015,"Lithuania","Vlak",8
"801",2015,"Luxembourg","Vlak",0
"802",2015,"Netherlands","Vlak",18
"803",2015,"Norway","Vlak",2
"804",2015,"Poland","Vlak",227
"805",2015,"Portugal","Vlak",18
"806",2015,"Romania","Vlak",81
"807",2015,"Slovakia","Vlak",51
"808",2015,"Slovenia","Vlak",1
"809",2015,"Spain","Vlak",20
"810",2015,"Sweden","Vlak",16
"811",2015,"Switzerland","Vlak",10
"812",2015,"United Kingdom","Vlak",23
"813",2016,"Austria","Vlak",31
"814",2016,"Belgium","Vlak",14
"815",2016,"Bulgaria","Vlak",22
"816",2016,"Croatia","Vlak",11
"817",2016,"Czechia","Vlak",34
"818",2016,"Denmark","Vlak",1
"819",2016,"Estonia","Vlak",0
"820",2016,"Finland","Vlak",10
"821",2016,"France","Vlak",81
"822",2016,"Germany (until 1990 former territory of the FRG)","Vlak",150
"823",2016,"Greece","Vlak",10
"824",2016,"Hungary","Vlak",97
"825",2016,"Ireland","Vlak",0
"826",2016,"Italy","Vlak",85
"827",2016,"Latvia","Vlak",15
"828",2016,"Lithuania","Vlak",16
"829",2016,"Luxembourg","Vlak",0
"830",2016,"Netherlands","Vlak",8
"831",2016,"Norway","Vlak",3
"832",2016,"Poland","Vlak",167
"833",2016,"Portugal","Vlak",25
"834",2016,"Romania","Vlak",87
"835",2016,"Slovakia","Vlak",26
"836",2016,"Slovenia","Vlak",5
"837",2016,"Spain","Vlak",28
"838",2016,"Sweden","Vlak",13
"839",2016,"Switzerland","Vlak",18
"840",2016,"United Kingdom","Vlak",28
