"";"Regija";"Placilni.razred";"Leto";"Spol";"Neto.placa"
"1308";"Jugovzhodna Slovenija";"06";"2011";"Moski";1106
"1309";"Jugovzhodna Slovenija";"06";"2012";"Moski";1088
"1310";"Jugovzhodna Slovenija";"06";"2013";"Moski";1145
"1311";"Jugovzhodna Slovenija";"06";"2014";"Moski";1077
"1312";"Jugovzhodna Slovenija";"06";"2015";"Moski";992
"1313";"Jugovzhodna Slovenija";"06";"2016";"Moski";1123
"1314";"Jugovzhodna Slovenija";"06";"2017";"Moski";1099
"1315";"Jugovzhodna Slovenija";"07";"2009";"Moski";1421
"1316";"Jugovzhodna Slovenija";"07";"2010";"Moski";1254
"1317";"Jugovzhodna Slovenija";"07";"2011";"Moski";1237
"1318";"Jugovzhodna Slovenija";"07";"2012";"Moski";1249
"1319";"Jugovzhodna Slovenija";"07";"2013";"Moski";1166
"1320";"Jugovzhodna Slovenija";"07";"2014";"Moski";1179
"1321";"Jugovzhodna Slovenija";"07";"2015";"Moski";1048
"1322";"Jugovzhodna Slovenija";"07";"2016";"Moski";1141
"1323";"Jugovzhodna Slovenija";"07";"2017";"Moski";1123
"1324";"Jugovzhodna Slovenija";"08";"2009";"Moski";1384
"1325";"Jugovzhodna Slovenija";"08";"2010";"Moski";1276
"1326";"Jugovzhodna Slovenija";"08";"2011";"Moski";1232
"1327";"Jugovzhodna Slovenija";"08";"2012";"Moski";1139
"1328";"Jugovzhodna Slovenija";"08";"2013";"Moski";1193
"1329";"Jugovzhodna Slovenija";"08";"2014";"Moski";1142
"1330";"Jugovzhodna Slovenija";"08";"2015";"Moski";1159
"1331";"Jugovzhodna Slovenija";"08";"2016";"Moski";1135
"1332";"Jugovzhodna Slovenija";"08";"2017";"Moski";1217
"1333";"Jugovzhodna Slovenija";"09";"2009";"Moski";1384
"1334";"Jugovzhodna Slovenija";"09";"2010";"Moski";1249
"1335";"Jugovzhodna Slovenija";"09";"2011";"Moski";1237
"1336";"Jugovzhodna Slovenija";"09";"2012";"Moski";1165
"1337";"Jugovzhodna Slovenija";"09";"2013";"Moski";1136
"1338";"Jugovzhodna Slovenija";"09";"2014";"Moski";1133
"1339";"Jugovzhodna Slovenija";"09";"2015";"Moski";1064
"1340";"Jugovzhodna Slovenija";"09";"2016";"Moski";1155
"1341";"Jugovzhodna Slovenija";"09";"2017";"Moski";1227
"1342";"Jugovzhodna Slovenija";"10";"2009";"Moski";1366
"1343";"Jugovzhodna Slovenija";"10";"2010";"Moski";1290
"1344";"Jugovzhodna Slovenija";"10";"2011";"Moski";1205
"1345";"Jugovzhodna Slovenija";"10";"2012";"Moski";1160
"1346";"Jugovzhodna Slovenija";"10";"2013";"Moski";1191
"1347";"Jugovzhodna Slovenija";"10";"2014";"Moski";1133
"1348";"Jugovzhodna Slovenija";"10";"2015";"Moski";1073
"1349";"Jugovzhodna Slovenija";"10";"2016";"Moski";1089
"1350";"Jugovzhodna Slovenija";"10";"2017";"Moski";1138
"1351";"Jugovzhodna Slovenija";"11";"2009";"Moski";1351
"1352";"Jugovzhodna Slovenija";"11";"2010";"Moski";1233
"1353";"Jugovzhodna Slovenija";"11";"2011";"Moski";1145
"1354";"Jugovzhodna Slovenija";"11";"2012";"Moski";1124
"1355";"Jugovzhodna Slovenija";"11";"2013";"Moski";1064
"1356";"Jugovzhodna Slovenija";"11";"2014";"Moski";1129
"1357";"Jugovzhodna Slovenija";"11";"2015";"Moski";1148
"1358";"Jugovzhodna Slovenija";"11";"2016";"Moski";1148
"1359";"Jugovzhodna Slovenija";"11";"2017";"Moski";1124
"1360";"Jugovzhodna Slovenija";"12";"2009";"Moski";1296
"1361";"Jugovzhodna Slovenija";"12";"2010";"Moski";1258
"1362";"Jugovzhodna Slovenija";"12";"2011";"Moski";1238
"1363";"Jugovzhodna Slovenija";"12";"2012";"Moski";1147
"1364";"Jugovzhodna Slovenija";"12";"2013";"Moski";1079
"1365";"Jugovzhodna Slovenija";"12";"2014";"Moski";1051
"1366";"Jugovzhodna Slovenija";"12";"2015";"Moski";1074
"1367";"Jugovzhodna Slovenija";"12";"2016";"Moski";1154
"1368";"Jugovzhodna Slovenija";"12";"2017";"Moski";1148
"1369";"Jugovzhodna Slovenija";"13";"2009";"Moski";1164
"1370";"Jugovzhodna Slovenija";"13";"2010";"Moski";1147
"1371";"Jugovzhodna Slovenija";"13";"2011";"Moski";1161
"1372";"Jugovzhodna Slovenija";"13";"2012";"Moski";1027
"1373";"Jugovzhodna Slovenija";"13";"2013";"Moski";945
"1374";"Jugovzhodna Slovenija";"13";"2014";"Moski";1048
"1375";"Jugovzhodna Slovenija";"13";"2015";"Moski";1160
"1376";"Jugovzhodna Slovenija";"13";"2016";"Moski";1176
"1377";"Jugovzhodna Slovenija";"13";"2017";"Moski";1324
"1378";"Jugovzhodna Slovenija";"14";"2009";"Moski";1078
"1379";"Jugovzhodna Slovenija";"14";"2010";"Moski";1157
"1380";"Jugovzhodna Slovenija";"14";"2011";"Moski";1104
"1381";"Jugovzhodna Slovenija";"14";"2012";"Moski";1012
"1382";"Jugovzhodna Slovenija";"14";"2013";"Moski";988
"1383";"Jugovzhodna Slovenija";"14";"2014";"Moski";1032
"1384";"Jugovzhodna Slovenija";"14";"2015";"Moski";1085
"1385";"Jugovzhodna Slovenija";"14";"2016";"Moski";1220
"1386";"Jugovzhodna Slovenija";"14";"2017";"Moski";1231
"1387";"Jugovzhodna Slovenija";"15";"2009";"Moski";1130
"1388";"Jugovzhodna Slovenija";"15";"2010";"Moski";1074
"1389";"Jugovzhodna Slovenija";"15";"2011";"Moski";1022
"1390";"Jugovzhodna Slovenija";"15";"2012";"Moski";966
"1391";"Jugovzhodna Slovenija";"15";"2013";"Moski";955
"1392";"Jugovzhodna Slovenija";"15";"2014";"Moski";994
"1393";"Jugovzhodna Slovenija";"15";"2015";"Moski";1055
"1394";"Jugovzhodna Slovenija";"15";"2016";"Moski";1063
"1395";"Jugovzhodna Slovenija";"15";"2017";"Moski";1138
"1396";"Jugovzhodna Slovenija";"16";"2009";"Moski";972
"1397";"Jugovzhodna Slovenija";"16";"2010";"Moski";966
"1398";"Jugovzhodna Slovenija";"16";"2011";"Moski";906
"1399";"Jugovzhodna Slovenija";"16";"2012";"Moski";898
"1400";"Jugovzhodna Slovenija";"16";"2013";"Moski";822
"1401";"Jugovzhodna Slovenija";"16";"2014";"Moski";939
"1402";"Jugovzhodna Slovenija";"16";"2015";"Moski";967
"1403";"Jugovzhodna Slovenija";"16";"2016";"Moski";1008
"1404";"Jugovzhodna Slovenija";"16";"2017";"Moski";978
"1405";"Jugovzhodna Slovenija";"17";"2009";"Moski";824
"1406";"Jugovzhodna Slovenija";"17";"2010";"Moski";805
"1407";"Jugovzhodna Slovenija";"17";"2011";"Moski";815
"1408";"Jugovzhodna Slovenija";"17";"2012";"Moski";764
"1409";"Jugovzhodna Slovenija";"17";"2013";"Moski";752
"1410";"Jugovzhodna Slovenija";"17";"2014";"Moski";759
"1411";"Jugovzhodna Slovenija";"17";"2015";"Moski";827
"1412";"Jugovzhodna Slovenija";"17";"2016";"Moski";817
"1413";"Jugovzhodna Slovenija";"17";"2017";"Moski";955
"1414";"Jugovzhodna Slovenija";"18";"2009";"Moski";776
"1415";"Jugovzhodna Slovenija";"18";"2010";"Moski";766
"1416";"Jugovzhodna Slovenija";"18";"2011";"Moski";768
"1417";"Jugovzhodna Slovenija";"18";"2012";"Moski";763
"1418";"Jugovzhodna Slovenija";"18";"2013";"Moski";728
"1419";"Jugovzhodna Slovenija";"18";"2014";"Moski";799
"1420";"Jugovzhodna Slovenija";"18";"2015";"Moski";796
"1421";"Jugovzhodna Slovenija";"18";"2016";"Moski";874
"1422";"Jugovzhodna Slovenija";"18";"2017";"Moski";884
"1423";"Jugovzhodna Slovenija";"19";"2009";"Moski";845
"1424";"Jugovzhodna Slovenija";"19";"2010";"Moski";833
"1425";"Jugovzhodna Slovenija";"19";"2011";"Moski";741
"1426";"Jugovzhodna Slovenija";"19";"2012";"Moski";754
"1427";"Jugovzhodna Slovenija";"19";"2013";"Moski";778
"1428";"Jugovzhodna Slovenija";"19";"2014";"Moski";822
"1429";"Jugovzhodna Slovenija";"19";"2015";"Moski";827
"1430";"Jugovzhodna Slovenija";"19";"2016";"Moski";850
"1431";"Jugovzhodna Slovenija";"19";"2017";"Moski";813
"1432";"Jugovzhodna Slovenija";"20";"2009";"Moski";805
"1433";"Jugovzhodna Slovenija";"20";"2010";"Moski";821
"1434";"Jugovzhodna Slovenija";"20";"2011";"Moski";828
"1435";"Jugovzhodna Slovenija";"20";"2012";"Moski";864
"1436";"Jugovzhodna Slovenija";"20";"2013";"Moski";873
"1437";"Jugovzhodna Slovenija";"20";"2014";"Moski";899
"1438";"Jugovzhodna Slovenija";"20";"2015";"Moski";890
"1439";"Jugovzhodna Slovenija";"20";"2016";"Moski";887
"1440";"Jugovzhodna Slovenija";"20";"2017";"Moski";912
"1441";"Osrednjeslovenska";"01";"2009";"Moski";5657
"1442";"Osrednjeslovenska";"01";"2010";"Moski";4983
"1443";"Osrednjeslovenska";"01";"2011";"Moski";4093
"1444";"Osrednjeslovenska";"01";"2012";"Moski";4054
"1445";"Osrednjeslovenska";"01";"2013";"Moski";3854
"1446";"Osrednjeslovenska";"01";"2014";"Moski";4269
"1447";"Osrednjeslovenska";"01";"2015";"Moski";4408
"1448";"Osrednjeslovenska";"01";"2016";"Moski";4416
"1449";"Osrednjeslovenska";"01";"2017";"Moski";5124
"1450";"Osrednjeslovenska";"02";"2009";"Moski";4730
"1451";"Osrednjeslovenska";"02";"2010";"Moski";4598
"1452";"Osrednjeslovenska";"02";"2011";"Moski";3958
"1453";"Osrednjeslovenska";"02";"2012";"Moski";3683
"1454";"Osrednjeslovenska";"02";"2013";"Moski";3593
"1455";"Osrednjeslovenska";"02";"2014";"Moski";3551
"1456";"Osrednjeslovenska";"02";"2015";"Moski";3829
"1457";"Osrednjeslovenska";"02";"2016";"Moski";3827
"1458";"Osrednjeslovenska";"02";"2017";"Moski";4396
"1459";"Osrednjeslovenska";"03";"2009";"Moski";3683
"1460";"Osrednjeslovenska";"03";"2010";"Moski";3872
"1461";"Osrednjeslovenska";"03";"2011";"Moski";3914
"1462";"Osrednjeslovenska";"03";"2012";"Moski";3910
"1463";"Osrednjeslovenska";"03";"2013";"Moski";4106
"1464";"Osrednjeslovenska";"03";"2014";"Moski";4596
"1465";"Osrednjeslovenska";"03";"2015";"Moski";4035
"1466";"Osrednjeslovenska";"03";"2016";"Moski";4143
"1467";"Osrednjeslovenska";"03";"2017";"Moski";4116
"1468";"Osrednjeslovenska";"04";"2009";"Moski";3665
"1469";"Osrednjeslovenska";"04";"2010";"Moski";3886
"1470";"Osrednjeslovenska";"04";"2011";"Moski";3869
"1471";"Osrednjeslovenska";"04";"2012";"Moski";3650
"1472";"Osrednjeslovenska";"04";"2013";"Moski";3547
"1473";"Osrednjeslovenska";"04";"2014";"Moski";3651
"1474";"Osrednjeslovenska";"04";"2015";"Moski";3777
"1475";"Osrednjeslovenska";"04";"2016";"Moski";3704
"1476";"Osrednjeslovenska";"04";"2017";"Moski";3972
"1477";"Osrednjeslovenska";"05";"2009";"Moski";4086
"1478";"Osrednjeslovenska";"05";"2010";"Moski";3839
"1479";"Osrednjeslovenska";"05";"2011";"Moski";3688
"1480";"Osrednjeslovenska";"05";"2012";"Moski";3627
"1481";"Osrednjeslovenska";"05";"2013";"Moski";3797
"1482";"Osrednjeslovenska";"05";"2014";"Moski";3884
"1483";"Osrednjeslovenska";"05";"2015";"Moski";3850
"1484";"Osrednjeslovenska";"05";"2016";"Moski";3890
"1485";"Osrednjeslovenska";"05";"2017";"Moski";4009
"1486";"Osrednjeslovenska";"06";"2009";"Moski";4241
"1487";"Osrednjeslovenska";"06";"2010";"Moski";4108
"1488";"Osrednjeslovenska";"06";"2011";"Moski";3866
"1489";"Osrednjeslovenska";"06";"2012";"Moski";3889
"1490";"Osrednjeslovenska";"06";"2013";"Moski";4044
"1491";"Osrednjeslovenska";"06";"2014";"Moski";4287
"1492";"Osrednjeslovenska";"06";"2015";"Moski";4146
"1493";"Osrednjeslovenska";"06";"2016";"Moski";4118
"1494";"Osrednjeslovenska";"06";"2017";"Moski";4260
"1495";"Osrednjeslovenska";"07";"2009";"Moski";4373
"1496";"Osrednjeslovenska";"07";"2010";"Moski";4336
"1497";"Osrednjeslovenska";"07";"2011";"Moski";4391
"1498";"Osrednjeslovenska";"07";"2012";"Moski";4543
"1499";"Osrednjeslovenska";"07";"2013";"Moski";4424
"1500";"Osrednjeslovenska";"07";"2014";"Moski";4503
"1501";"Osrednjeslovenska";"07";"2015";"Moski";4447
"1502";"Osrednjeslovenska";"07";"2016";"Moski";4292
"1503";"Osrednjeslovenska";"07";"2017";"Moski";4464
"1504";"Osrednjeslovenska";"08";"2009";"Moski";4658
"1505";"Osrednjeslovenska";"08";"2010";"Moski";4748
"1506";"Osrednjeslovenska";"08";"2011";"Moski";4775
"1507";"Osrednjeslovenska";"08";"2012";"Moski";4591
"1508";"Osrednjeslovenska";"08";"2013";"Moski";4424
"1509";"Osrednjeslovenska";"08";"2014";"Moski";4685
"1510";"Osrednjeslovenska";"08";"2015";"Moski";4646
"1511";"Osrednjeslovenska";"08";"2016";"Moski";4541
"1512";"Osrednjeslovenska";"08";"2017";"Moski";4693
"1513";"Osrednjeslovenska";"09";"2009";"Moski";4861
"1514";"Osrednjeslovenska";"09";"2010";"Moski";4904
"1515";"Osrednjeslovenska";"09";"2011";"Moski";4769
"1516";"Osrednjeslovenska";"09";"2012";"Moski";4610
"1517";"Osrednjeslovenska";"09";"2013";"Moski";4704
"1518";"Osrednjeslovenska";"09";"2014";"Moski";4824
"1519";"Osrednjeslovenska";"09";"2015";"Moski";4525
"1520";"Osrednjeslovenska";"09";"2016";"Moski";4555
"1521";"Osrednjeslovenska";"09";"2017";"Moski";4764
"1522";"Osrednjeslovenska";"10";"2009";"Moski";5088
"1523";"Osrednjeslovenska";"10";"2010";"Moski";5061
"1524";"Osrednjeslovenska";"10";"2011";"Moski";4824
"1525";"Osrednjeslovenska";"10";"2012";"Moski";4807
"1526";"Osrednjeslovenska";"10";"2013";"Moski";4657
"1527";"Osrednjeslovenska";"10";"2014";"Moski";4763
"1528";"Osrednjeslovenska";"10";"2015";"Moski";4742
"1529";"Osrednjeslovenska";"10";"2016";"Moski";4786
"1530";"Osrednjeslovenska";"10";"2017";"Moski";5011
"1531";"Osrednjeslovenska";"11";"2009";"Moski";5280
"1532";"Osrednjeslovenska";"11";"2010";"Moski";4893
"1533";"Osrednjeslovenska";"11";"2011";"Moski";4796
"1534";"Osrednjeslovenska";"11";"2012";"Moski";5015
"1535";"Osrednjeslovenska";"11";"2013";"Moski";4856
"1536";"Osrednjeslovenska";"11";"2014";"Moski";4863
"1537";"Osrednjeslovenska";"11";"2015";"Moski";4755
"1538";"Osrednjeslovenska";"11";"2016";"Moski";4881
"1539";"Osrednjeslovenska";"11";"2017";"Moski";5140
"1540";"Osrednjeslovenska";"12";"2009";"Moski";5299
"1541";"Osrednjeslovenska";"12";"2010";"Moski";5193
"1542";"Osrednjeslovenska";"12";"2011";"Moski";5075
"1543";"Osrednjeslovenska";"12";"2012";"Moski";4846
"1544";"Osrednjeslovenska";"12";"2013";"Moski";4985
"1545";"Osrednjeslovenska";"12";"2014";"Moski";5182
"1546";"Osrednjeslovenska";"12";"2015";"Moski";4892
"1547";"Osrednjeslovenska";"12";"2016";"Moski";5010
"1548";"Osrednjeslovenska";"12";"2017";"Moski";5242
"1549";"Osrednjeslovenska";"13";"2009";"Moski";5836
"1550";"Osrednjeslovenska";"13";"2010";"Moski";5628
"1551";"Osrednjeslovenska";"13";"2011";"Moski";5106
"1552";"Osrednjeslovenska";"13";"2012";"Moski";5333
"1553";"Osrednjeslovenska";"13";"2013";"Moski";5510
"1554";"Osrednjeslovenska";"13";"2014";"Moski";5467
"1555";"Osrednjeslovenska";"13";"2015";"Moski";5285
"1556";"Osrednjeslovenska";"13";"2016";"Moski";5082
"1557";"Osrednjeslovenska";"13";"2017";"Moski";5472
"1558";"Osrednjeslovenska";"14";"2009";"Moski";6098
"1559";"Osrednjeslovenska";"14";"2010";"Moski";5637
"1560";"Osrednjeslovenska";"14";"2011";"Moski";5467
"1561";"Osrednjeslovenska";"14";"2012";"Moski";5705
"1562";"Osrednjeslovenska";"14";"2013";"Moski";5622
"1563";"Osrednjeslovenska";"14";"2014";"Moski";5747
"1564";"Osrednjeslovenska";"14";"2015";"Moski";5471
"1565";"Osrednjeslovenska";"14";"2016";"Moski";5507
"1566";"Osrednjeslovenska";"14";"2017";"Moski";5650
"1567";"Osrednjeslovenska";"15";"2009";"Moski";6314
"1568";"Osrednjeslovenska";"15";"2010";"Moski";5990
"1569";"Osrednjeslovenska";"15";"2011";"Moski";5639
"1570";"Osrednjeslovenska";"15";"2012";"Moski";5688
"1571";"Osrednjeslovenska";"15";"2013";"Moski";5808
"1572";"Osrednjeslovenska";"15";"2014";"Moski";5845
"1573";"Osrednjeslovenska";"15";"2015";"Moski";5773
"1574";"Osrednjeslovenska";"15";"2016";"Moski";5575
"1575";"Osrednjeslovenska";"15";"2017";"Moski";5967
"1576";"Osrednjeslovenska";"16";"2009";"Moski";6339
"1577";"Osrednjeslovenska";"16";"2010";"Moski";5878
"1578";"Osrednjeslovenska";"16";"2011";"Moski";5440
"1579";"Osrednjeslovenska";"16";"2012";"Moski";5564
"1580";"Osrednjeslovenska";"16";"2013";"Moski";5540
"1581";"Osrednjeslovenska";"16";"2014";"Moski";5605
"1582";"Osrednjeslovenska";"16";"2015";"Moski";5367
"1583";"Osrednjeslovenska";"16";"2016";"Moski";5130
"1584";"Osrednjeslovenska";"16";"2017";"Moski";5472
"1585";"Osrednjeslovenska";"17";"2009";"Moski";5723
"1586";"Osrednjeslovenska";"17";"2010";"Moski";5270
"1587";"Osrednjeslovenska";"17";"2011";"Moski";4962
"1588";"Osrednjeslovenska";"17";"2012";"Moski";5132
"1589";"Osrednjeslovenska";"17";"2013";"Moski";5167
"1590";"Osrednjeslovenska";"17";"2014";"Moski";5276
"1591";"Osrednjeslovenska";"17";"2015";"Moski";5283
"1592";"Osrednjeslovenska";"17";"2016";"Moski";4903
"1593";"Osrednjeslovenska";"17";"2017";"Moski";5313
"1594";"Osrednjeslovenska";"18";"2009";"Moski";5560
"1595";"Osrednjeslovenska";"18";"2010";"Moski";5441
"1596";"Osrednjeslovenska";"18";"2011";"Moski";5098
"1597";"Osrednjeslovenska";"18";"2012";"Moski";5384
"1598";"Osrednjeslovenska";"18";"2013";"Moski";5619
"1599";"Osrednjeslovenska";"18";"2014";"Moski";5841
"1600";"Osrednjeslovenska";"18";"2015";"Moski";6026
"1601";"Osrednjeslovenska";"18";"2016";"Moski";6056
"1602";"Osrednjeslovenska";"18";"2017";"Moski";6558
"1603";"Osrednjeslovenska";"19";"2009";"Moski";7656
"1604";"Osrednjeslovenska";"19";"2010";"Moski";7411
"1605";"Osrednjeslovenska";"19";"2011";"Moski";7072
"1606";"Osrednjeslovenska";"19";"2012";"Moski";6957
"1607";"Osrednjeslovenska";"19";"2013";"Moski";7000
"1608";"Osrednjeslovenska";"19";"2014";"Moski";7122
"1609";"Osrednjeslovenska";"19";"2015";"Moski";7289
"1610";"Osrednjeslovenska";"19";"2016";"Moski";7404
"1611";"Osrednjeslovenska";"19";"2017";"Moski";7934
"1612";"Osrednjeslovenska";"20";"2009";"Moski";9983
"1613";"Osrednjeslovenska";"20";"2010";"Moski";9544
"1614";"Osrednjeslovenska";"20";"2011";"Moski";9091
"1615";"Osrednjeslovenska";"20";"2012";"Moski";8764
"1616";"Osrednjeslovenska";"20";"2013";"Moski";8503
"1617";"Osrednjeslovenska";"20";"2014";"Moski";8622
"1618";"Osrednjeslovenska";"20";"2015";"Moski";8583
"1619";"Osrednjeslovenska";"20";"2016";"Moski";8761
"1620";"Osrednjeslovenska";"20";"2017";"Moski";8977
"1621";"Gorenjska";"01";"2009";"Moski";1296
"1622";"Gorenjska";"01";"2010";"Moski";1164
"1623";"Gorenjska";"01";"2011";"Moski";1134
"1624";"Gorenjska";"01";"2012";"Moski";1141
"1625";"Gorenjska";"01";"2013";"Moski";1077
"1626";"Gorenjska";"01";"2014";"Moski";1014
"1627";"Gorenjska";"01";"2015";"Moski";1035
"1628";"Gorenjska";"01";"2016";"Moski";1044
"1629";"Gorenjska";"01";"2017";"Moski";1036
"1630";"Gorenjska";"02";"2009";"Moski";972
"1631";"Gorenjska";"02";"2010";"Moski";1018
"1632";"Gorenjska";"02";"2011";"Moski";933
"1633";"Gorenjska";"02";"2012";"Moski";856
"1634";"Gorenjska";"02";"2013";"Moski";868
"1635";"Gorenjska";"02";"2014";"Moski";775
"1636";"Gorenjska";"02";"2015";"Moski";870
"1637";"Gorenjska";"02";"2016";"Moski";878
"1638";"Gorenjska";"02";"2017";"Moski";964
"1639";"Gorenjska";"03";"2009";"Moski";998
"1640";"Gorenjska";"03";"2010";"Moski";973
"1641";"Gorenjska";"03";"2011";"Moski";942
"1642";"Gorenjska";"03";"2012";"Moski";1031
"1643";"Gorenjska";"03";"2013";"Moski";959
"1644";"Gorenjska";"03";"2014";"Moski";1033
"1645";"Gorenjska";"03";"2015";"Moski";975
"1646";"Gorenjska";"03";"2016";"Moski";968
"1647";"Gorenjska";"03";"2017";"Moski";948
"1648";"Gorenjska";"04";"2009";"Moski";1069
"1649";"Gorenjska";"04";"2010";"Moski";1154
"1650";"Gorenjska";"04";"2011";"Moski";1157
"1651";"Gorenjska";"04";"2012";"Moski";1018
"1652";"Gorenjska";"04";"2013";"Moski";941
"1653";"Gorenjska";"04";"2014";"Moski";979
"1654";"Gorenjska";"04";"2015";"Moski";946
"1655";"Gorenjska";"04";"2016";"Moski";928
"1656";"Gorenjska";"04";"2017";"Moski";947
"1657";"Gorenjska";"05";"2009";"Moski";1394
"1658";"Gorenjska";"05";"2010";"Moski";1197
"1659";"Gorenjska";"05";"2011";"Moski";1193
"1660";"Gorenjska";"05";"2012";"Moski";1066
"1661";"Gorenjska";"05";"2013";"Moski";1042
"1662";"Gorenjska";"05";"2014";"Moski";1091
"1663";"Gorenjska";"05";"2015";"Moski";1109
"1664";"Gorenjska";"05";"2016";"Moski";1097
"1665";"Gorenjska";"05";"2017";"Moski";1072
"1666";"Gorenjska";"06";"2009";"Moski";1558
"1667";"Gorenjska";"06";"2010";"Moski";1278
"1668";"Gorenjska";"06";"2011";"Moski";1263
"1669";"Gorenjska";"06";"2012";"Moski";1205
"1670";"Gorenjska";"06";"2013";"Moski";1209
"1671";"Gorenjska";"06";"2014";"Moski";1248
"1672";"Gorenjska";"06";"2015";"Moski";1231
"1673";"Gorenjska";"06";"2016";"Moski";1229
"1674";"Gorenjska";"06";"2017";"Moski";1253
"1675";"Gorenjska";"07";"2009";"Moski";1657
"1676";"Gorenjska";"07";"2010";"Moski";1472
"1677";"Gorenjska";"07";"2011";"Moski";1420
"1678";"Gorenjska";"07";"2012";"Moski";1342
"1679";"Gorenjska";"07";"2013";"Moski";1314
"1680";"Gorenjska";"07";"2014";"Moski";1267
"1681";"Gorenjska";"07";"2015";"Moski";1263
"1682";"Gorenjska";"07";"2016";"Moski";1347
"1683";"Gorenjska";"07";"2017";"Moski";1353
"1684";"Gorenjska";"08";"2009";"Moski";1794
"1685";"Gorenjska";"08";"2010";"Moski";1522
"1686";"Gorenjska";"08";"2011";"Moski";1523
"1687";"Gorenjska";"08";"2012";"Moski";1466
"1688";"Gorenjska";"08";"2013";"Moski";1442
"1689";"Gorenjska";"08";"2014";"Moski";1415
"1690";"Gorenjska";"08";"2015";"Moski";1423
"1691";"Gorenjska";"08";"2016";"Moski";1466
"1692";"Gorenjska";"08";"2017";"Moski";1620
"1693";"Gorenjska";"09";"2009";"Moski";1805
"1694";"Gorenjska";"09";"2010";"Moski";1711
"1695";"Gorenjska";"09";"2011";"Moski";1739
"1696";"Gorenjska";"09";"2012";"Moski";1577
"1697";"Gorenjska";"09";"2013";"Moski";1629
"1698";"Gorenjska";"09";"2014";"Moski";1635
"1699";"Gorenjska";"09";"2015";"Moski";1522
"1700";"Gorenjska";"09";"2016";"Moski";1613
"1701";"Gorenjska";"09";"2017";"Moski";1694
"1702";"Gorenjska";"10";"2009";"Moski";1853
"1703";"Gorenjska";"10";"2010";"Moski";1721
"1704";"Gorenjska";"10";"2011";"Moski";1761
"1705";"Gorenjska";"10";"2012";"Moski";1564
"1706";"Gorenjska";"10";"2013";"Moski";1595
"1707";"Gorenjska";"10";"2014";"Moski";1508
"1708";"Gorenjska";"10";"2015";"Moski";1494
"1709";"Gorenjska";"10";"2016";"Moski";1585
"1710";"Gorenjska";"10";"2017";"Moski";1681
"1711";"Gorenjska";"11";"2009";"Moski";1738
"1712";"Gorenjska";"11";"2010";"Moski";1551
"1713";"Gorenjska";"11";"2011";"Moski";1492
"1714";"Gorenjska";"11";"2012";"Moski";1508
"1715";"Gorenjska";"11";"2013";"Moski";1471
"1716";"Gorenjska";"11";"2014";"Moski";1506
"1717";"Gorenjska";"11";"2015";"Moski";1538
"1718";"Gorenjska";"11";"2016";"Moski";1621
"1719";"Gorenjska";"11";"2017";"Moski";1719
"1720";"Gorenjska";"12";"2009";"Moski";1620
"1721";"Gorenjska";"12";"2010";"Moski";1534
"1722";"Gorenjska";"12";"2011";"Moski";1568
"1723";"Gorenjska";"12";"2012";"Moski";1527
"1724";"Gorenjska";"12";"2013";"Moski";1599
"1725";"Gorenjska";"12";"2014";"Moski";1529
"1726";"Gorenjska";"12";"2015";"Moski";1618
"1727";"Gorenjska";"12";"2016";"Moski";1681
"1728";"Gorenjska";"12";"2017";"Moski";1725
"1729";"Gorenjska";"13";"2009";"Moski";1556
"1730";"Gorenjska";"13";"2010";"Moski";1520
"1731";"Gorenjska";"13";"2011";"Moski";1522
"1732";"Gorenjska";"13";"2012";"Moski";1514
"1733";"Gorenjska";"13";"2013";"Moski";1549
"1734";"Gorenjska";"13";"2014";"Moski";1612
"1735";"Gorenjska";"13";"2015";"Moski";1609
"1736";"Gorenjska";"13";"2016";"Moski";1714
"1737";"Gorenjska";"13";"2017";"Moski";1784
"1738";"Gorenjska";"14";"2009";"Moski";1441
"1739";"Gorenjska";"14";"2010";"Moski";1482
"1740";"Gorenjska";"14";"2011";"Moski";1523
"1741";"Gorenjska";"14";"2012";"Moski";1401
"1742";"Gorenjska";"14";"2013";"Moski";1437
"1743";"Gorenjska";"14";"2014";"Moski";1541
"1744";"Gorenjska";"14";"2015";"Moski";1629
"1745";"Gorenjska";"14";"2016";"Moski";1585
"1746";"Gorenjska";"14";"2017";"Moski";1618
"1747";"Gorenjska";"15";"2009";"Moski";1335
"1748";"Gorenjska";"15";"2010";"Moski";1334
"1749";"Gorenjska";"15";"2011";"Moski";1393
"1750";"Gorenjska";"15";"2012";"Moski";1332
"1751";"Gorenjska";"15";"2013";"Moski";1328
"1752";"Gorenjska";"15";"2014";"Moski";1423
"1753";"Gorenjska";"15";"2015";"Moski";1464
"1754";"Gorenjska";"15";"2016";"Moski";1400
"1755";"Gorenjska";"15";"2017";"Moski";1474
"1756";"Gorenjska";"16";"2009";"Moski";1226
"1757";"Gorenjska";"16";"2010";"Moski";1238
"1758";"Gorenjska";"16";"2011";"Moski";1253
"1759";"Gorenjska";"16";"2012";"Moski";1187
"1760";"Gorenjska";"16";"2013";"Moski";1215
"1761";"Gorenjska";"16";"2014";"Moski";1274
"1762";"Gorenjska";"16";"2015";"Moski";1266
"1763";"Gorenjska";"16";"2016";"Moski";1306
"1764";"Gorenjska";"16";"2017";"Moski";1288
"1765";"Gorenjska";"17";"2009";"Moski";1075
