"Zaposlene osebe po višini neto plaèe po: STATISTIÈNA REGIJA, RAZRED"
"NETO, LETO , SPOL"

" ";" ";" ";"Spol - SKUPAJ";"Moški";"Ženske"
"SLOVENIJA"
" ";"Razred neto - SKUPAJ"
" ";" ";"2014";1934;1057;877
" ";" ";"2015";1822;1022;800
" ";" ";"2016";1809;999;810
" ";" ";"2017 (zaèasni podatki)";1910;1002;908
" ";"06"
" ";" ";"2009";2192;1352;840
" ";" ";"2010";2046;1201;845
" ";" ";"2011";1876;1106;770
" ";" ";"2012";1803;1088;715
" ";" ";"2013";1879;1145;734
" ";" ";"2014";1857;1077;780
" ";" ";"2015";1743;992;751
" ";" ";"2016";1928;1123;805
" ";" ";"2017 (zaèasni podatki)";1902;1099;803
" ";"07"
" ";" ";"2009";2197;1421;776
" ";" ";"2010";1982;1254;728
" ";" ";"2011";1965;1237;728
" ";" ";"2012";1945;1249;696
" ";" ";"2013";1851;1166;685
" ";" ";"2014";1823;1179;644
" ";" ";"2015";1731;1048;683
" ";" ";"2016";1849;1141;708
" ";" ";"2017 (zaèasni podatki)";1874;1123;751
" ";"08"
" ";" ";"2009";2085;1384;701
" ";" ";"2010";1964;1276;688
" ";" ";"2011";1961;1232;729
" ";" ";"2012";1842;1139;703
" ";" ";"2013";1832;1193;639
" ";" ";"2014";1807;1142;665
" ";" ";"2015";1841;1159;682
" ";" ";"2016";1816;1135;681
" ";" ";"2017 (zaèasni podatki)";1944;1217;727
" ";"09"
" ";" ";"2009";2076;1384;692
" ";" ";"2010";1878;1249;629
" ";" ";"2011";1902;1237;665
" ";" ";"2012";1823;1165;658
" ";" ";"2013";1802;1136;666
" ";" ";"2014";1829;1133;696
" ";" ";"2015";1748;1064;684
" ";" ";"2016";1877;1155;722
" ";" ";"2017 (zaèasni podatki)";1957;1227;730
" ";"10"
" ";" ";"2009";2120;1366;754
" ";" ";"2010";2041;1290;751
" ";" ";"2011";1941;1205;736
" ";" ";"2012";1883;1160;723
" ";" ";"2013";1890;1191;699
" ";" ";"2014";1846;1133;713
" ";" ";"2015";1761;1073;688
" ";" ";"2016";1839;1089;750
" ";" ";"2017 (zaèasni podatki)";1905;1138;767
" ";"11"
" ";" ";"2009";2149;1351;798
" ";" ";"2010";1976;1233;743
" ";" ";"2011";1871;1145;726
" ";" ";"2012";1813;1124;689
" ";" ";"2013";1747;1064;683
" ";" ";"2014";1834;1129;705
" ";" ";"2015";1921;1148;773
" ";" ";"2016";1893;1148;745
" ";" ";"2017 (zaèasni podatki)";1961;1124;837
" ";"12"
" ";" ";"2009";2104;1296;808
" ";" ";"2010";1980;1258;722
" ";" ";"2011";1956;1238;718
" ";" ";"2012";1839;1147;692
" ";" ";"2013";1791;1079;712
" ";" ";"2014";1749;1051;698
" ";" ";"2015";1808;1074;734
" ";" ";"2016";1914;1154;760
" ";" ";"2017 (zaèasni podatki)";1923;1148;775
" ";"13"
" ";" ";"2009";1937;1164;773
" ";" ";"2010";1902;1147;755
" ";" ";"2011";1911;1161;750
" ";" ";"2012";1767;1027;740
" ";" ";"2013";1646;945;701
" ";" ";"2014";1764;1048;716
" ";" ";"2015";1883;1160;723
" ";" ";"2016";1925;1176;749
" ";" ";"2017 (zaèasni podatki)";2078;1324;754
" ";"14"
" ";" ";"2009";1884;1078;806
" ";" ";"2010";1938;1157;781
" ";" ";"2011";1857;1104;753
" ";" ";"2012";1734;1012;722
" ";" ";"2013";1716;988;728
" ";" ";"2014";1747;1032;715
" ";" ";"2015";1826;1085;741
" ";" ";"2016";2024;1220;804
" ";" ";"2017 (zaèasni podatki)";2053;1231;822
" ";"15"
" ";" ";"2009";2003;1130;873
" ";" ";"2010";1858;1074;784
" ";" ";"2011";1787;1022;765
" ";" ";"2012";1689;966;723
" ";" ";"2013";1740;955;785
" ";" ";"2014";1736;994;742
" ";" ";"2015";1844;1055;789
" ";" ";"2016";1838;1063;775
" ";" ";"2017 (zaèasni podatki)";1914;1138;776
" ";"16"
" ";" ";"2009";1735;972;763
" ";" ";"2010";1739;966;773
" ";" ";"2011";1723;906;817
" ";" ";"2012";1687;898;789
" ";" ";"2013";1664;822;842
" ";" ";"2014";1808;939;869
" ";" ";"2015";1811;967;844
" ";" ";"2016";1926;1008;918
" ";" ";"2017 (zaèasni podatki)";1900;978;922
" ";"17"
" ";" ";"2009";1737;824;913
" ";" ";"2010";1700;805;895
" ";" ";"2011";1710;815;895
" ";" ";"2012";1659;764;895
" ";" ";"2013";1630;752;878
" ";" ";"2014";1675;759;916
" ";" ";"2015";1706;827;879
" ";" ";"2016";1756;817;939
" ";" ";"2017 (zaèasni podatki)";1947;955;992
" ";"18"
" ";" ";"2009";1805;776;1029
" ";" ";"2010";1757;766;991
" ";" ";"2011";1774;768;1006
" ";" ";"2012";1712;763;949
" ";" ";"2013";1658;728;930
" ";" ";"2014";1725;799;926
" ";" ";"2015";1745;796;949
" ";" ";"2016";1770;874;896
" ";" ";"2017 (zaèasni podatki)";1753;884;869
" ";"19"
" ";" ";"2009";1597;845;752
" ";" ";"2010";1572;833;739
" ";" ";"2011";1468;741;727
" ";" ";"2012";1507;754;753
" ";" ";"2013";1491;778;713
" ";" ";"2014";1563;822;741
" ";" ";"2015";1540;827;713
" ";" ";"2016";1566;850;716
" ";" ";"2017 (zaèasni podatki)";1501;813;688
" ";"20"
" ";" ";"2009";1418;805;613
" ";" ";"2010";1436;821;615
" ";" ";"2011";1470;828;642
" ";" ";"2012";1528;864;664
" ";" ";"2013";1549;873;676
" ";" ";"2014";1588;899;689
" ";" ";"2015";1577;890;687
" ";" ";"2016";1542;887;655
" ";" ";"2017 (zaèasni podatki)";1570;912;658
"Osrednjeslovenska"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";200471;109130;91341
" ";" ";"2010";194669;105220;89449
" ";" ";"2011";187927;99893;88034
" ";" ";"2012";186443;99752;86691
" ";" ";"2013";187190;99760;87430
" ";" ";"2014";191225;102583;88642
" ";" ";"2015";187817;101129;86688
" ";" ";"2016";189281;100581;88700
" ";" ";"2017 (zaèasni podatki)";199099;106534;92565
" ";"01"
" ";" ";"2009";9405;5657;3748
" ";" ";"2010";9174;4983;4191
" ";" ";"2011";8238;4093;4145
" ";" ";"2012";7985;4054;3931
" ";" ";"2013";7823;3854;3969
" ";" ";"2014";8449;4269;4180
" ";" ";"2015";8856;4408;4448
" ";" ";"2016";8785;4416;4369
" ";" ";"2017 (zaèasni podatki)";9737;5124;4613
" ";"02"
" ";" ";"2009";8454;4730;3724
" ";" ";"2010";8243;4598;3645
" ";" ";"2011";7967;3958;4009
" ";" ";"2012";7444;3683;3761
" ";" ";"2013";7744;3593;4151
" ";" ";"2014";7400;3551;3849
" ";" ";"2015";7886;3829;4057
" ";" ";"2016";7833;3827;4006
" ";" ";"2017 (zaèasni podatki)";8735;4396;4339
" ";"03"
" ";" ";"2009";7325;3683;3642
" ";" ";"2010";7600;3872;3728
" ";" ";"2011";7377;3914;3463
" ";" ";"2012";7695;3910;3785
" ";" ";"2013";7711;4106;3605
" ";" ";"2014";8753;4596;4157
" ";" ";"2015";7749;4035;3714
" ";" ";"2016";8183;4143;4040
" ";" ";"2017 (zaèasni podatki)";8221;4116;4105
" ";"04"
" ";" ";"2009";7344;3665;3679
" ";" ";"2010";7436;3886;3550
" ";" ";"2011";7417;3869;3548
" ";" ";"2012";7196;3650;3546
" ";" ";"2013";7231;3547;3684
" ";" ";"2014";7560;3651;3909
" ";" ";"2015";7633;3777;3856
" ";" ";"2016";7560;3704;3856
" ";" ";"2017 (zaèasni podatki)";8237;3972;4265
" ";"05"
" ";" ";"2009";7760;4086;3674
" ";" ";"2010";7538;3839;3699
" ";" ";"2011";7369;3688;3681
" ";" ";"2012";7528;3627;3901
" ";" ";"2013";7817;3797;4020
" ";" ";"2014";7841;3884;3957
" ";" ";"2015";7711;3850;3861
" ";" ";"2016";7882;3890;3992
" ";" ";"2017 (zaèasni podatki)";8168;4009;4159
" ";"06"
" ";" ";"2009";7712;4241;3471
" ";" ";"2010";7930;4108;3822
" ";" ";"2011";7680;3866;3814
" ";" ";"2012";7488;3889;3599
" ";" ";"2013";7728;4044;3684
" ";" ";"2014";7963;4287;3676
" ";" ";"2015";7811;4146;3665
" ";" ";"2016";7831;4118;3713
" ";" ";"2017 (zaèasni podatki)";8177;4260;3917
" ";"07"
" ";" ";"2009";8017;4373;3644
" ";" ";"2010";7960;4336;3624
" ";" ";"2011";7806;4391;3415
" ";" ";"2012";8066;4543;3523
" ";" ";"2013";7873;4424;3449
" ";" ";"2014";8023;4503;3520
" ";" ";"2015";7863;4447;3416
" ";" ";"2016";7597;4292;3305
" ";" ";"2017 (zaèasni podatki)";7848;4464;3384
" ";"08"
" ";" ";"2009";8253;4658;3595
" ";" ";"2010";8277;4748;3529
" ";" ";"2011";8334;4775;3559
" ";" ";"2012";7986;4591;3395
" ";" ";"2013";7706;4424;3282
" ";" ";"2014";8062;4685;3377
" ";" ";"2015";7897;4646;3251
" ";" ";"2016";7891;4541;3350
" ";" ";"2017 (zaèasni podatki)";8330;4693;3637
" ";"09"
" ";" ";"2009";8503;4861;3642
" ";" ";"2010";8342;4904;3438
" ";" ";"2011";8173;4769;3404
" ";" ";"2012";8031;4610;3421
" ";" ";"2013";8130;4704;3426
" ";" ";"2014";8367;4824;3543
" ";" ";"2015";8058;4525;3533
" ";" ";"2016";8177;4555;3622
" ";" ";"2017 (zaèasni podatki)";8509;4764;3745
" ";"10"
" ";" ";"2009";8775;5088;3687
" ";" ";"2010";8820;5061;3759
" ";" ";"2011";8455;4824;3631
" ";" ";"2012";8591;4807;3784
" ";" ";"2013";8421;4657;3764
" ";" ";"2014";8661;4763;3898
" ";" ";"2015";8538;4742;3796
" ";" ";"2016";8605;4786;3819
" ";" ";"2017 (zaèasni podatki)";9113;5011;4102
" ";"11"
" ";" ";"2009";9438;5280;4158
" ";" ";"2010";9003;4893;4110
" ";" ";"2011";8804;4796;4008
" ";" ";"2012";9032;5015;4017
" ";" ";"2013";9016;4856;4160
" ";" ";"2014";8979;4863;4116
" ";" ";"2015";8781;4755;4026
" ";" ";"2016";8997;4881;4116
" ";" ";"2017 (zaèasni podatki)";9389;5140;4249
" ";"12"
" ";" ";"2009";9836;5299;4537
" ";" ";"2010";9669;5193;4476
" ";" ";"2011";9513;5075;4438
" ";" ";"2012";9267;4846;4421
" ";" ";"2013";9312;4985;4327
" ";" ";"2014";9487;5182;4305
" ";" ";"2015";9075;4892;4183
" ";" ";"2016";9341;5010;4331
" ";" ";"2017 (zaèasni podatki)";9630;5242;4388
" ";"13"
" ";" ";"2009";10687;5836;4851
" ";" ";"2010";10272;5628;4644
" ";" ";"2011";9663;5106;4557
" ";" ";"2012";9855;5333;4522
" ";" ";"2013";10012;5510;4502
" ";" ";"2014";10048;5467;4581
" ";" ";"2015";9537;5285;4252
" ";" ";"2016";9437;5082;4355
" ";" ";"2017 (zaèasni podatki)";9883;5472;4411
" ";"14"
" ";" ";"2009";11239;6098;5141
" ";" ";"2010";10404;5637;4767
" ";" ";"2011";10171;5467;4704
" ";" ";"2012";10214;5705;4509
" ";" ";"2013";10213;5622;4591
" ";" ";"2014";10309;5747;4562
" ";" ";"2015";9867;5471;4396
" ";" ";"2016";10027;5507;4520
" ";" ";"2017 (zaèasni podatki)";10357;5650;4707
" ";"15"
" ";" ";"2009";11650;6314;5336
" ";" ";"2010";10952;5990;4962
" ";" ";"2011";10548;5639;4909
" ";" ";"2012";10459;5688;4771
" ";" ";"2013";10626;5808;4818
" ";" ";"2014";10538;5845;4693
" ";" ";"2015";10431;5773;4658
" ";" ";"2016";10402;5575;4827
" ";" ";"2017 (zaèasni podatki)";11027;5967;5060
" ";"16"
" ";" ";"2009";11759;6339;5420
" ";" ";"2010";11129;5878;5251
" ";" ";"2011";10684;5440;5244
" ";" ";"2012";10659;5564;5095
" ";" ";"2013";10848;5540;5308
" ";" ";"2014";10851;5605;5246
" ";" ";"2015";10555;5367;5188
" ";" ";"2016";10589;5130;5459
" ";" ";"2017 (zaèasni podatki)";10947;5472;5475
" ";"17"
" ";" ";"2009";11760;5723;6037
" ";" ";"2010";11030;5270;5760
" ";" ";"2011";10659;4962;5697
" ";" ";"2012";10617;5132;5485
" ";" ";"2013";10668;5167;5501
" ";" ";"2014";10922;5276;5646
" ";" ";"2015";10629;5283;5346
" ";" ";"2016";10353;4903;5450
" ";" ";"2017 (zaèasni podatki)";10984;5313;5671
" ";"18"
" ";" ";"2009";11850;5560;6290
" ";" ";"2010";11461;5441;6020
" ";" ";"2011";10855;5098;5757
" ";" ";"2012";11144;5384;5760
" ";" ";"2013";11244;5619;5625
" ";" ";"2014";11443;5841;5602
" ";" ";"2015";11535;6026;5509
" ";" ";"2016";11661;6056;5605
" ";" ";"2017 (zaèasni podatki)";12356;6558;5798
" ";"19"
" ";" ";"2009";14338;7656;6682
" ";" ";"2010";13778;7411;6367
" ";" ";"2011";13225;7072;6153
" ";" ";"2012";12722;6957;5765
" ";" ";"2013";12904;7000;5904
" ";" ";"2014";13099;7122;5977
" ";" ";"2015";13090;7289;5801
" ";" ";"2016";13474;7404;6070
" ";" ";"2017 (zaèasni podatki)";14198;7934;6264
" ";"20"
" ";" ";"2009";16366;9983;6383
" ";" ";"2010";15651;9544;6107
" ";" ";"2011";14989;9091;5898
" ";" ";"2012";14464;8764;5700
" ";" ";"2013";14163;8503;5660
" ";" ";"2014";14470;8622;5848
" ";" ";"2015";14315;8583;5732
" ";" ";"2016";14656;8761;5895
" ";" ";"2017 (zaèasni podatki)";15253;8977;6276
"Gorenjska"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";49840;27774;22066
" ";" ";"2010";47274;26216;21058
" ";" ";"2011";47791;26177;21614
" ";" ";"2012";45756;25181;20575
" ";" ";"2013";46243;25360;20883
" ";" ";"2014";46221;25592;20629
" ";" ";"2015";46563;25935;20628
" ";" ";"2016";47506;26561;20945
" ";" ";"2017 (zaèasni podatki)";48633;27368;21265
" ";"01"
" ";" ";"2009";2266;1296;970
" ";" ";"2010";2137;1164;973
" ";" ";"2011";2252;1134;1118
" ";" ";"2012";2297;1141;1156
" ";" ";"2013";2286;1077;1209
" ";" ";"2014";2222;1014;1208
" ";" ";"2015";2312;1035;1277
" ";" ";"2016";2168;1044;1124
" ";" ";"2017 (zaèasni podatki)";2100;1036;1064
" ";"02"
" ";" ";"2009";2155;972;1183
" ";" ";"2010";2210;1018;1192
" ";" ";"2011";2359;933;1426
" ";" ";"2012";2081;856;1225
" ";" ";"2013";2247;868;1379
" ";" ";"2014";2045;775;1270
" ";" ";"2015";2046;870;1176
" ";" ";"2016";2074;878;1196
" ";" ";"2017 (zaèasni podatki)";2111;964;1147
" ";"03"
" ";" ";"2009";2456;998;1458
" ";" ";"2010";2384;973;1411
" ";" ";"2011";2287;942;1345
" ";" ";"2012";2316;1031;1285
" ";" ";"2013";2089;959;1130
" ";" ";"2014";2307;1033;1274
" ";" ";"2015";2224;975;1249
" ";" ";"2016";2218;968;1250
" ";" ";"2017 (zaèasni podatki)";2113;948;1165
" ";"04"
" ";" ";"2009";2611;1069;1542
" ";" ";"2010";2596;1154;1442
" ";" ";"2011";2692;1157;1535
" ";" ";"2012";2238;1018;1220
" ";" ";"2013";2231;941;1290
" ";" ";"2014";2369;979;1390
" ";" ";"2015";2280;946;1334
" ";" ";"2016";2251;928;1323
" ";" ";"2017 (zaèasni podatki)";2168;947;1221
" ";"05"
" ";" ";"2009";2857;1394;1463
" ";" ";"2010";2470;1197;1273
" ";" ";"2011";2539;1193;1346
" ";" ";"2012";2306;1066;1240
" ";" ";"2013";2322;1042;1280
" ";" ";"2014";2224;1091;1133
" ";" ";"2015";2345;1109;1236
" ";" ";"2016";2327;1097;1230
" ";" ";"2017 (zaèasni podatki)";2479;1072;1407
" ";"06"
" ";" ";"2009";2827;1558;1269
" ";" ";"2010";2515;1278;1237
" ";" ";"2011";2499;1263;1236
" ";" ";"2012";2345;1205;1140
" ";" ";"2013";2335;1209;1126
" ";" ";"2014";2380;1248;1132
" ";" ";"2015";2336;1231;1105
" ";" ";"2016";2357;1229;1128
" ";" ";"2017 (zaèasni podatki)";2506;1253;1253
" ";"07"
" ";" ";"2009";2802;1657;1145
" ";" ";"2010";2564;1472;1092
" ";" ";"2011";2482;1420;1062
" ";" ";"2012";2397;1342;1055
" ";" ";"2013";2401;1314;1087
" ";" ";"2014";2317;1267;1050
" ";" ";"2015";2318;1263;1055
" ";" ";"2016";2509;1347;1162
" ";" ";"2017 (zaèasni podatki)";2471;1353;1118
" ";"08"
" ";" ";"2009";2862;1794;1068
" ";" ";"2010";2529;1522;1007
" ";" ";"2011";2589;1523;1066
" ";" ";"2012";2535;1466;1069
" ";" ";"2013";2524;1442;1082
" ";" ";"2014";2456;1415;1041
" ";" ";"2015";2415;1423;992
" ";" ";"2016";2472;1466;1006
" ";" ";"2017 (zaèasni podatki)";2671;1620;1051
" ";"09"
" ";" ";"2009";2793;1805;988
" ";" ";"2010";2693;1711;982
" ";" ";"2011";2724;1739;985
" ";" ";"2012";2462;1577;885
" ";" ";"2013";2636;1629;1007
" ";" ";"2014";2615;1635;980
" ";" ";"2015";2502;1522;980
" ";" ";"2016";2610;1613;997
" ";" ";"2017 (zaèasni podatki)";2727;1694;1033
" ";"10"
" ";" ";"2009";2750;1853;897
" ";" ";"2010";2689;1721;968
" ";" ";"2011";2741;1761;980
" ";" ";"2012";2495;1564;931
" ";" ";"2013";2540;1595;945
" ";" ";"2014";2399;1508;891
" ";" ";"2015";2405;1494;911
" ";" ";"2016";2563;1585;978
" ";" ";"2017 (zaèasni podatki)";2670;1681;989
" ";"11"
" ";" ";"2009";2772;1738;1034
" ";" ";"2010";2493;1551;942
" ";" ";"2011";2350;1492;858
" ";" ";"2012";2360;1508;852
" ";" ";"2013";2413;1471;942
" ";" ";"2014";2466;1506;960
" ";" ";"2015";2532;1538;994
" ";" ";"2016";2611;1621;990
" ";" ";"2017 (zaèasni podatki)";2774;1719;1055
" ";"12"
" ";" ";"2009";2611;1620;991
" ";" ";"2010";2473;1534;939
" ";" ";"2011";2499;1568;931
" ";" ";"2012";2493;1527;966
" ";" ";"2013";2536;1599;937
" ";" ";"2014";2458;1529;929
" ";" ";"2015";2518;1618;900
" ";" ";"2016";2644;1681;963
" ";" ";"2017 (zaèasni podatki)";2722;1725;997
" ";"13"
" ";" ";"2009";2512;1556;956
" ";" ";"2010";2402;1520;882
" ";" ";"2011";2494;1522;972
" ";" ";"2012";2471;1514;957
" ";" ";"2013";2498;1549;949
" ";" ";"2014";2551;1612;939
" ";" ";"2015";2593;1609;984
" ";" ";"2016";2732;1714;1018
" ";" ";"2017 (zaèasni podatki)";2807;1784;1023
" ";"14"
" ";" ";"2009";2437;1441;996
" ";" ";"2010";2413;1482;931
" ";" ";"2011";2490;1523;967
" ";" ";"2012";2312;1401;911
" ";" ";"2013";2360;1437;923
" ";" ";"2014";2483;1541;942
" ";" ";"2015";2564;1629;935
" ";" ";"2016";2539;1585;954
" ";" ";"2017 (zaèasni podatki)";2602;1618;984
" ";"15"
" ";" ";"2009";2297;1335;962
" ";" ";"2010";2245;1334;911
" ";" ";"2011";2333;1393;940
" ";" ";"2012";2296;1332;964
" ";" ";"2013";2290;1328;962
" ";" ";"2014";2364;1423;941
" ";" ";"2015";2431;1464;967
" ";" ";"2016";2365;1400;965
" ";" ";"2017 (zaèasni podatki)";2476;1474;1002
" ";"16"
" ";" ";"2009";2275;1226;1049
" ";" ";"2010";2265;1238;1027
" ";" ";"2011";2296;1253;1043
" ";" ";"2012";2191;1187;1004
" ";" ";"2013";2253;1215;1038
" ";" ";"2014";2287;1274;1013
" ";" ";"2015";2300;1266;1034
" ";" ";"2016";2428;1306;1122
" ";" ";"2017 (zaèasni podatki)";2455;1288;1167
" ";"17"
" ";" ";"2009";2290;1075;1215
" ";" ";"2010";2238;1040;1198
" ";" ";"2011";2226;1042;1184
" ";" ";"2012";2276;1072;1204
" ";" ";"2013";2238;1057;1181
" ";" ";"2014";2229;1089;1140
" ";" ";"2015";2339;1180;1159
" ";" ";"2016";2349;1161;1188
" ";" ";"2017 (zaèasni podatki)";2389;1195;1194
" ";"18"
" ";" ";"2009";2361;1060;1301
" ";" ";"2010";2197;1035;1162
" ";" ";"2011";2205;1053;1152
" ";" ";"2012";2136;1059;1077
" ";" ";"2013";2091;1071;1020
" ";" ";"2014";2167;1112;1055
" ";" ";"2015";2104;1098;1006
" ";" ";"2016";2246;1226;1020
" ";" ";"2017 (zaèasni podatki)";2291;1267;1024
" ";"19"
" ";" ";"2009";2044;1071;973
" ";" ";"2010";1961;1060;901
" ";" ";"2011";1911;1046;865
" ";" ";"2012";1874;1026;848
" ";" ";"2013";1859;1083;776
" ";" ";"2014";1795;1053;742
" ";" ";"2015";1858;1123;735
" ";" ";"2016";1865;1145;720
" ";" ";"2017 (zaèasni podatki)";1939;1187;752
" ";"20"
" ";" ";"2009";1862;1256;606
" ";" ";"2010";1800;1212;588
" ";" ";"2011";1823;1220;603
" ";" ";"2012";1875;1289;586
" ";" ";"2013";2094;1474;620
" ";" ";"2014";2087;1488;599
" ";" ";"2015";2141;1542;599
" ";" ";"2016";2178;1567;611
" ";" ";"2017 (zaèasni podatki)";2162;1543;619
"Primorsko-notranjska"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";12182;6848;5334
" ";" ";"2010";12375;6863;5512
" ";" ";"2011";11037;5899;5138
" ";" ";"2012";10442;5644;4798
" ";" ";"2013";10062;5408;4654
" ";" ";"2014";10627;5771;4856
" ";" ";"2015";10286;5611;4675
" ";" ";"2016";10286;5533;4753
" ";" ";"2017 (zaèasni podatki)";10182;5524;4658
" ";"01"
" ";" ";"2009";701;441;260
" ";" ";"2010";787;368;419
" ";" ";"2011";655;277;378
" ";" ";"2012";629;301;328
" ";" ";"2013";650;318;332
" ";" ";"2014";752;326;426
" ";" ";"2015";717;285;432
" ";" ";"2016";548;231;317
" ";" ";"2017 (zaèasni podatki)";565;267;298
" ";"02"
" ";" ";"2009";843;404;439
" ";" ";"2010";842;409;433
" ";" ";"2011";839;391;448
" ";" ";"2012";677;268;409
" ";" ";"2013";678;268;410
" ";" ";"2014";658;248;410
" ";" ";"2015";720;286;434
" ";" ";"2016";641;260;381
" ";" ";"2017 (zaèasni podatki)";612;266;346
" ";"03"
" ";" ";"2009";896;396;500
" ";" ";"2010";847;372;475
" ";" ";"2011";748;350;398
" ";" ";"2012";725;332;393
" ";" ";"2013";618;275;343
" ";" ";"2014";711;326;385
" ";" ";"2015";638;313;325
" ";" ";"2016";639;279;360
" ";" ";"2017 (zaèasni podatki)";620;284;336
" ";"04"
" ";" ";"2009";696;336;360
" ";" ";"2010";749;365;384
" ";" ";"2011";660;308;352
" ";" ";"2012";641;270;371
" ";" ";"2013";680;277;403
" ";" ";"2014";660;311;349
" ";" ";"2015";637;288;349
" ";" ";"2016";665;281;384
" ";" ";"2017 (zaèasni podatki)";650;283;367
" ";"05"
" ";" ";"2009";704;338;366
" ";" ";"2010";726;376;350
" ";" ";"2011";663;349;314
" ";" ";"2012";646;310;336
" ";" ";"2013";656;316;340
" ";" ";"2014";693;364;329
" ";" ";"2015";645;337;308
" ";" ";"2016";674;312;362
" ";" ";"2017 (zaèasni podatki)";662;297;365
" ";"06"
" ";" ";"2009";693;411;282
" ";" ";"2010";771;418;353
" ";" ";"2011";662;338;324
" ";" ";"2012";617;331;286
" ";" ";"2013";600;349;251
" ";" ";"2014";648;363;285
" ";" ";"2015";583;336;247
" ";" ";"2016";616;345;271
" ";" ";"2017 (zaèasni podatki)";539;306;233
" ";"07"
" ";" ";"2009";661;380;281
" ";" ";"2010";685;390;295
" ";" ";"2011";611;324;287
" ";" ";"2012";602;355;247
" ";" ";"2013";523;328;195
" ";" ";"2014";585;347;238
" ";" ";"2015";580;338;242
" ";" ";"2016";608;373;235
" ";" ";"2017 (zaèasni podatki)";582;360;222
" ";"08"
" ";" ";"2009";715;425;290
" ";" ";"2010";703;435;268
" ";" ";"2011";570;350;220
" ";" ";"2012";571;387;184
" ";" ";"2013";574;391;183
" ";" ";"2014";576;378;198
" ";" ";"2015";585;397;188
" ";" ";"2016";594;379;215
" ";" ";"2017 (zaèasni podatki)";608;396;212
" ";"09"
" ";" ";"2009";617;391;226
" ";" ";"2010";698;445;253
" ";" ";"2011";602;394;208
" ";" ";"2012";557;366;191
" ";" ";"2013";536;372;164
" ";" ";"2014";602;396;206
" ";" ";"2015";530;337;193
" ";" ";"2016";634;427;207
" ";" ";"2017 (zaèasni podatki)";617;419;198
" ";"10"
" ";" ";"2009";574;380;194
" ";" ";"2010";610;402;208
" ";" ";"2011";602;372;230
" ";" ";"2012";556;351;205
" ";" ";"2013";577;374;203
" ";" ";"2014";597;389;208
" ";" ";"2015";576;371;205
" ";" ";"2016";563;368;195
" ";" ";"2017 (zaèasni podatki)";563;362;201
" ";"11"
" ";" ";"2009";599;397;202
" ";" ";"2010";651;419;232
" ";" ";"2011";578;360;218
" ";" ";"2012";577;379;198
" ";" ";"2013";522;334;188
" ";" ";"2014";548;362;186
" ";" ";"2015";556;372;184
" ";" ";"2016";525;333;192
" ";" ";"2017 (zaèasni podatki)";551;334;217
" ";"12"
" ";" ";"2009";602;389;213
" ";" ";"2010";605;393;212
" ";" ";"2011";543;354;189
" ";" ";"2012";524;332;192
" ";" ";"2013";469;292;177
" ";" ";"2014";528;333;195
" ";" ";"2015";525;339;186
" ";" ";"2016";536;333;203
" ";" ";"2017 (zaèasni podatki)";520;313;207
" ";"13"
" ";" ";"2009";653;412;241
" ";" ";"2010";551;365;186
" ";" ";"2011";506;299;207
" ";" ";"2012";507;325;182
" ";" ";"2013";475;277;198
" ";" ";"2014";478;298;180
" ";" ";"2015";464;294;170
" ";" ";"2016";482;297;185
" ";" ";"2017 (zaèasni podatki)";528;319;209
" ";"14"
" ";" ";"2009";633;397;236
" ";" ";"2010";590;368;222
" ";" ";"2011";527;312;215
" ";" ";"2012";465;284;181
" ";" ";"2013";430;262;168
" ";" ";"2014";460;269;191
" ";" ";"2015";470;281;189
" ";" ";"2016";486;282;204
" ";" ";"2017 (zaèasni podatki)";479;272;207
" ";"15"
" ";" ";"2009";500;298;202
" ";" ";"2010";547;321;226
" ";" ";"2011";475;282;193
" ";" ";"2012";420;235;185
" ";" ";"2013";425;210;215
" ";" ";"2014";471;244;227
" ";" ";"2015";481;261;220
" ";" ";"2016";443;246;197
" ";" ";"2017 (zaèasni podatki)";459;262;197
" ";"16"
" ";" ";"2009";527;287;240
" ";" ";"2010";493;257;236
" ";" ";"2011";447;214;233
" ";" ";"2012";431;200;231
" ";" ";"2013";401;184;217
" ";" ";"2014";395;199;196
" ";" ";"2015";372;183;189
" ";" ";"2016";428;189;239
" ";" ";"2017 (zaèasni podatki)";447;203;244
" ";"17"
" ";" ";"2009";500;229;271
" ";" ";"2010";507;236;271
" ";" ";"2011";424;158;266
" ";" ";"2012";392;161;231
" ";" ";"2013";405;152;253
" ";" ";"2014";423;162;261
" ";" ";"2015";383;143;240
" ";" ";"2016";417;157;260
" ";" ";"2017 (zaèasni podatki)";396;139;257
" ";"18"
" ";" ";"2009";464;203;261
" ";" ";"2010";441;189;252
" ";" ";"2011";396;161;235
" ";" ";"2012";388;159;229
" ";" ";"2013";351;137;214
" ";" ";"2014";344;147;197
" ";" ";"2015";329;145;184
" ";" ";"2016";322;154;168
" ";" ";"2017 (zaèasni podatki)";330;158;172
" ";"19"
" ";" ";"2009";353;167;186
" ";" ";"2010";337;176;161
" ";" ";"2011";295;143;152
" ";" ";"2012";303;149;154
" ";" ";"2013";270;139;131
" ";" ";"2014";264;138;126
" ";" ";"2015";261;137;124
