"Zaposlene osebe po višini neto plaèe po: STATISTIÈNA REGIJA, RAZRED"
"NETO, LETO , SPOL"

" ";" ";" ";"Spol - SKUPAJ";"Moški";"Ženske"
"SLOVENIJA"
" ";"Razred neto - SKUPAJ"
" ";" ";"2017 (zaèasni podatki)";946;595;351
" ";"09"
" ";" ";"2009";1154;818;336
" ";" ";"2010";1098;758;340
" ";" ";"2011";1085;726;359
" ";" ";"2012";1113;778;335
" ";" ";"2013";973;649;324
" ";" ";"2014";986;682;304
" ";" ";"2015";1010;655;355
" ";" ";"2016";988;677;311
" ";" ";"2017 (zaèasni podatki)";985;633;352
" ";"10"
" ";" ";"2009";1029;711;318
" ";" ";"2010";1043;740;303
" ";" ";"2011";1024;690;334
" ";" ";"2012";988;663;325
" ";" ";"2013";1021;706;315
" ";" ";"2014";1065;743;322
" ";" ";"2015";916;616;300
" ";" ";"2016";1018;667;351
" ";" ";"2017 (zaèasni podatki)";943;613;330
" ";"11"
" ";" ";"2009";971;674;297
" ";" ";"2010";914;602;312
" ";" ";"2011";978;644;334
" ";" ";"2012";1031;693;338
" ";" ";"2013";1049;671;378
" ";" ";"2014";968;645;323
" ";" ";"2015";986;626;360
" ";" ";"2016";1001;665;336
" ";" ";"2017 (zaèasni podatki)";980;654;326
" ";"12"
" ";" ";"2009";991;631;360
" ";" ";"2010";946;605;341
" ";" ";"2011";944;609;335
" ";" ";"2012";939;607;332
" ";" ";"2013";961;638;323
" ";" ";"2014";975;641;334
" ";" ";"2015";934;631;303
" ";" ";"2016";924;596;328
" ";" ";"2017 (zaèasni podatki)";912;571;341
" ";"13"
" ";" ";"2009";828;499;329
" ";" ";"2010";854;523;331
" ";" ";"2011";878;550;328
" ";" ";"2012";849;550;299
" ";" ";"2013";888;555;333
" ";" ";"2014";912;616;296
" ";" ";"2015";907;615;292
" ";" ";"2016";967;662;305
" ";" ";"2017 (zaèasni podatki)";974;647;327
" ";"14"
" ";" ";"2009";782;458;324
" ";" ";"2010";839;490;349
" ";" ";"2011";876;556;320
" ";" ";"2012";864;542;322
" ";" ";"2013";833;546;287
" ";" ";"2014";889;561;328
" ";" ";"2015";831;539;292
" ";" ";"2016";821;527;294
" ";" ";"2017 (zaèasni podatki)";873;578;295
" ";"15"
" ";" ";"2009";781;418;363
" ";" ";"2010";728;435;293
" ";" ";"2011";769;449;320
" ";" ";"2012";764;467;297
" ";" ";"2013";734;414;320
" ";" ";"2014";676;405;271
" ";" ";"2015";748;445;303
" ";" ";"2016";704;419;285
" ";" ";"2017 (zaèasni podatki)";771;468;303
" ";"16"
" ";" ";"2009";725;371;354
" ";" ";"2010";670;324;346
" ";" ";"2011";690;360;330
" ";" ";"2012";651;314;337
" ";" ";"2013";630;310;320
" ";" ";"2014";616;307;309
" ";" ";"2015";605;310;295
" ";" ";"2016";719;361;358
" ";" ";"2017 (zaèasni podatki)";718;366;352
" ";"17"
" ";" ";"2009";730;304;426
" ";" ";"2010";683;277;406
" ";" ";"2011";715;290;425
" ";" ";"2012";705;283;422
" ";" ";"2013";679;268;411
" ";" ";"2014";651;243;408
" ";" ";"2015";710;297;413
" ";" ";"2016";712;283;429
" ";" ";"2017 (zaèasni podatki)";766;335;431
" ";"18"
" ";" ";"2009";745;273;472
" ";" ";"2010";653;246;407
" ";" ";"2011";688;282;406
" ";" ";"2012";652;287;365
" ";" ";"2013";600;264;336
" ";" ";"2014";621;287;334
" ";" ";"2015";581;261;320
" ";" ";"2016";566;276;290
" ";" ";"2017 (zaèasni podatki)";560;277;283
" ";"19"
" ";" ";"2009";530;256;274
" ";" ";"2010";520;265;255
" ";" ";"2011";533;273;260
" ";" ";"2012";524;275;249
" ";" ";"2013";518;264;254
" ";" ";"2014";514;259;255
" ";" ";"2015";511;264;247
" ";" ";"2016";516;283;233
" ";" ";"2017 (zaèasni podatki)";519;271;248
" ";"20"
" ";" ";"2009";501;300;201
" ";" ";"2010";454;271;183
" ";" ";"2011";447;274;173
" ";" ";"2012";471;282;189
" ";" ";"2013";482;290;192
" ";" ";"2014";477;298;179
" ";" ";"2015";476;301;175
" ";" ";"2016";465;285;180
" ";" ";"2017 (zaèasni podatki)";493;312;181
"Savinjska"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";75943;43432;32511
" ";" ";"2010";70959;39505;31454
" ";" ";"2011";69949;38493;31456
" ";" ";"2012";67083;36507;30576
" ";" ";"2013";66081;36155;29926
" ";" ";"2014";66568;36930;29638
" ";" ";"2015";64790;36000;28790
" ";" ";"2016";64033;35246;28787
" ";" ";"2017 (zaèasni podatki)";67163;37086;30077
" ";"01"
" ";" ";"2009";4128;2758;1370
" ";" ";"2010";3824;2250;1574
" ";" ";"2011";3706;1988;1718
" ";" ";"2012";3748;1930;1818
" ";" ";"2013";3799;1990;1809
" ";" ";"2014";3654;1922;1732
" ";" ";"2015";3573;1852;1721
" ";" ";"2016";3287;1766;1521
" ";" ";"2017 (zaèasni podatki)";3437;1884;1553
" ";"02"
" ";" ";"2009";4526;2540;1986
" ";" ";"2010";3675;1841;1834
" ";" ";"2011";4222;2139;2083
" ";" ";"2012";3541;1652;1889
" ";" ";"2013";3448;1516;1932
" ";" ";"2014";3119;1354;1765
" ";" ";"2015";3155;1357;1798
" ";" ";"2016";3246;1469;1777
" ";" ";"2017 (zaèasni podatki)";3409;1576;1833
" ";"03"
" ";" ";"2009";4888;2180;2708
" ";" ";"2010";3958;1833;2125
" ";" ";"2011";3637;1721;1916
" ";" ";"2012";3718;1742;1976
" ";" ";"2013";3473;1749;1724
" ";" ";"2014";3820;1958;1862
" ";" ";"2015";3300;1635;1665
" ";" ";"2016";3476;1659;1817
" ";" ";"2017 (zaèasni podatki)";3637;1668;1969
" ";"04"
" ";" ";"2009";4954;2226;2728
" ";" ";"2010";4226;1881;2345
" ";" ";"2011";4217;1872;2345
" ";" ";"2012";3977;1813;2164
" ";" ";"2013";3669;1692;1977
" ";" ";"2014";3827;1768;2059
" ";" ";"2015";3827;1698;2129
" ";" ";"2016";3625;1579;2046
" ";" ";"2017 (zaèasni podatki)";3766;1577;2189
" ";"05"
" ";" ";"2009";4720;2384;2336
" ";" ";"2010";4557;2075;2482
" ";" ";"2011";4316;1997;2319
" ";" ";"2012";4184;1884;2300
" ";" ";"2013";3897;1799;2098
" ";" ";"2014";3959;1836;2123
" ";" ";"2015";3785;1739;2046
" ";" ";"2016";3836;1795;2041
" ";" ";"2017 (zaèasni podatki)";3908;1822;2086
" ";"06"
" ";" ";"2009";4519;2519;2000
" ";" ";"2010";4363;2211;2152
" ";" ";"2011";4274;2078;2196
" ";" ";"2012";4171;2019;2152
" ";" ";"2013";3976;1979;1997
" ";" ";"2014";3981;1976;2005
" ";" ";"2015";3680;1890;1790
" ";" ";"2016";3917;1979;1938
" ";" ";"2017 (zaèasni podatki)";4109;2042;2067
" ";"07"
" ";" ";"2009";4206;2529;1677
" ";" ";"2010";4081;2290;1791
" ";" ";"2011";4016;2196;1820
" ";" ";"2012";3892;2161;1731
" ";" ";"2013";3919;2065;1854
" ";" ";"2014";3927;2220;1707
" ";" ";"2015";3832;2101;1731
" ";" ";"2016";3791;2088;1703
" ";" ";"2017 (zaèasni podatki)";3932;2156;1776
" ";"08"
" ";" ";"2009";4065;2564;1501
" ";" ";"2010";3718;2297;1421
" ";" ";"2011";3902;2406;1496
" ";" ";"2012";3599;2222;1377
" ";" ";"2013";3612;2138;1474
" ";" ";"2014";3713;2196;1517
" ";" ";"2015";3959;2358;1601
" ";" ";"2016";3830;2321;1509
" ";" ";"2017 (zaèasni podatki)";3843;2269;1574
" ";"09"
" ";" ";"2009";3886;2576;1310
" ";" ";"2010";3552;2241;1311
" ";" ";"2011";3552;2216;1336
" ";" ";"2012";3572;2188;1384
" ";" ";"2013";3573;2150;1423
" ";" ";"2014";3610;2214;1396
" ";" ";"2015";3419;2092;1327
" ";" ";"2016";3428;2105;1323
" ";" ";"2017 (zaèasni podatki)";3740;2263;1477
" ";"10"
" ";" ";"2009";3808;2482;1326
" ";" ";"2010";3824;2421;1403
" ";" ";"2011";3606;2257;1349
" ";" ";"2012";3460;2161;1299
" ";" ";"2013";3343;2043;1300
" ";" ";"2014";3498;2166;1332
" ";" ";"2015";3506;2139;1367
" ";" ";"2016";3301;2049;1252
" ";" ";"2017 (zaèasni podatki)";3459;2077;1382
" ";"11"
" ";" ";"2009";3884;2495;1389
" ";" ";"2010";3651;2307;1344
" ";" ";"2011";3463;2097;1366
" ";" ";"2012";3290;2005;1285
" ";" ";"2013";3265;1966;1299
" ";" ";"2014";3266;1956;1310
" ";" ";"2015";3344;2035;1309
" ";" ";"2016";3269;1983;1286
" ";" ";"2017 (zaèasni podatki)";3544;2225;1319
" ";"12"
" ";" ";"2009";3658;2211;1447
" ";" ";"2010";3517;2166;1351
" ";" ";"2011";3374;2089;1285
" ";" ";"2012";3232;1914;1318
" ";" ";"2013";3212;1928;1284
" ";" ";"2014";3328;2056;1272
" ";" ";"2015";3256;2095;1161
" ";" ";"2016";3215;2009;1206
" ";" ";"2017 (zaèasni podatki)";3397;2070;1327
" ";"13"
" ";" ";"2009";3440;2073;1367
" ";" ";"2010";3389;2033;1356
" ";" ";"2011";3271;1976;1295
" ";" ";"2012";3180;1940;1240
" ";" ";"2013";3301;1957;1344
" ";" ";"2014";3258;1999;1259
" ";" ";"2015";3142;1980;1162
" ";" ";"2016";3138;1903;1235
" ";" ";"2017 (zaèasni podatki)";3382;2129;1253
" ";"14"
" ";" ";"2009";3202;1855;1347
" ";" ";"2010";3277;1926;1351
" ";" ";"2011";3259;1903;1356
" ";" ";"2012";3047;1731;1316
" ";" ";"2013";3175;1891;1284
" ";" ";"2014";3148;1881;1267
" ";" ";"2015";3097;1891;1206
" ";" ";"2016";3040;1807;1233
" ";" ";"2017 (zaèasni podatki)";3199;1966;1233
" ";"15"
" ";" ";"2009";3267;1822;1445
" ";" ";"2010";3084;1774;1310
" ";" ";"2011";3052;1719;1333
" ";" ";"2012";2890;1659;1231
" ";" ";"2013";2959;1689;1270
" ";" ";"2014";2980;1720;1260
" ";" ";"2015";2957;1728;1229
" ";" ";"2016";2877;1633;1244
" ";" ";"2017 (zaèasni podatki)";3101;1809;1292
" ";"16"
" ";" ";"2009";3180;1854;1326
" ";" ";"2010";3051;1766;1285
" ";" ";"2011";3069;1728;1341
" ";" ";"2012";2858;1491;1367
" ";" ";"2013";2945;1619;1326
" ";" ";"2014";2954;1623;1331
" ";" ";"2015";2910;1606;1304
" ";" ";"2016";2878;1485;1393
" ";" ";"2017 (zaèasni podatki)";2990;1567;1423
" ";"17"
" ";" ";"2009";3349;1706;1643
" ";" ";"2010";3300;1680;1620
" ";" ";"2011";3096;1512;1584
" ";" ";"2012";3012;1419;1593
" ";" ";"2013";3022;1473;1549
" ";" ";"2014";2921;1429;1492
" ";" ";"2015";2849;1453;1396
" ";" ";"2016";2950;1434;1516
" ";" ";"2017 (zaèasni podatki)";2985;1472;1513
" ";"18"
" ";" ";"2009";3272;1573;1699
" ";" ";"2010";3109;1534;1575
" ";" ";"2011";3123;1544;1579
" ";" ";"2012";2909;1466;1443
" ";" ";"2013";2846;1526;1320
" ";" ";"2014";2852;1531;1321
" ";" ";"2015";2807;1492;1315
" ";" ";"2016";2706;1469;1237
" ";" ";"2017 (zaèasni podatki)";2851;1610;1241
" ";"19"
" ";" ";"2009";2847;1676;1171
" ";" ";"2010";2689;1591;1098
" ";" ";"2011";2720;1658;1062
" ";" ";"2012";2736;1723;1013
" ";" ";"2013";2614;1608;1006
" ";" ";"2014";2688;1697;991
" ";" ";"2015";2497;1558;939
" ";" ";"2016";2396;1486;910
" ";" ";"2017 (zaèasni podatki)";2533;1603;930
" ";"20"
" ";" ";"2009";2144;1409;735
" ";" ";"2010";2114;1388;726
" ";" ";"2011";2074;1397;677
" ";" ";"2012";2067;1387;680
" ";" ";"2013";2033;1377;656
" ";" ";"2014";2065;1428;637
" ";" ";"2015";1895;1301;594
" ";" ";"2016";1827;1227;600
" ";" ";"2017 (zaèasni podatki)";1941;1301;640
"Zasavska"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";9150;4871;4279
" ";" ";"2010";8646;4521;4125
" ";" ";"2011";8410;4362;4048
" ";" ";"2012";7914;4067;3847
" ";" ";"2013";7611;3858;3753
" ";" ";"2014";7386;3693;3693
" ";" ";"2015";9083;4555;4528
" ";" ";"2016";8871;4373;4498
" ";" ";"2017 (zaèasni podatki)";9061;4490;4571
" ";"01"
" ";" ";"2009";454;170;284
" ";" ";"2010";462;182;280
" ";" ";"2011";420;169;251
" ";" ";"2012";502;177;325
" ";" ";"2013";413;169;244
" ";" ";"2014";439;158;281
" ";" ";"2015";572;236;336
" ";" ";"2016";494;203;291
" ";" ";"2017 (zaèasni podatki)";507;220;287
" ";"02"
" ";" ";"2009";579;211;368
" ";" ";"2010";541;195;346
" ";" ";"2011";543;200;343
" ";" ";"2012";452;174;278
" ";" ";"2013";453;153;300
" ";" ";"2014";442;143;299
" ";" ";"2015";529;201;328
" ";" ";"2016";524;193;331
" ";" ";"2017 (zaèasni podatki)";613;216;397
" ";"03"
" ";" ";"2009";561;199;362
" ";" ";"2010";490;207;283
" ";" ";"2011";419;194;225
" ";" ";"2012";447;184;263
" ";" ";"2013";348;132;216
" ";" ";"2014";388;157;231
" ";" ";"2015";619;282;337
" ";" ";"2016";599;253;346
" ";" ";"2017 (zaèasni podatki)";591;272;319
" ";"04"
" ";" ";"2009";501;208;293
" ";" ";"2010";469;213;256
" ";" ";"2011";422;185;237
" ";" ";"2012";431;205;226
" ";" ";"2013";415;168;247
" ";" ";"2014";416;170;246
" ";" ";"2015";610;262;348
" ";" ";"2016";644;278;366
" ";" ";"2017 (zaèasni podatki)";614;265;349
" ";"05"
" ";" ";"2009";504;263;241
" ";" ";"2010";521;239;282
" ";" ";"2011";433;202;231
" ";" ";"2012";402;187;215
" ";" ";"2013";443;189;254
" ";" ";"2014";482;223;259
" ";" ";"2015";564;255;309
" ";" ";"2016";561;268;293
" ";" ";"2017 (zaèasni podatki)";589;261;328
" ";"06"
" ";" ";"2009";466;267;199
" ";" ";"2010";471;236;235
" ";" ";"2011";440;194;246
" ";" ";"2012";465;225;240
" ";" ";"2013";462;230;232
" ";" ";"2014";416;203;213
" ";" ";"2015";536;246;290
" ";" ";"2016";542;257;285
" ";" ";"2017 (zaèasni podatki)";576;269;307
" ";"07"
" ";" ";"2009";481;306;175
" ";" ";"2010";422;241;181
" ";" ";"2011";463;240;223
" ";" ";"2012";463;249;214
" ";" ";"2013";384;206;178
" ";" ";"2014";411;246;165
" ";" ";"2015";546;321;225
" ";" ";"2016";510;297;213
" ";" ";"2017 (zaèasni podatki)";506;304;202
" ";"08"
" ";" ";"2009";516;335;181
" ";" ";"2010";437;271;166
" ";" ";"2011";438;265;173
" ";" ";"2012";424;270;154
" ";" ";"2013";444;271;173
" ";" ";"2014";425;272;153
" ";" ";"2015";480;321;159
" ";" ";"2016";510;351;159
" ";" ";"2017 (zaèasni podatki)";466;313;153
" ";"09"
" ";" ";"2009";419;286;133
" ";" ";"2010";359;249;110
" ";" ";"2011";415;281;134
" ";" ";"2012";399;269;130
" ";" ";"2013";393;268;125
" ";" ";"2014";414;280;134
" ";" ";"2015";460;314;146
" ";" ";"2016";420;272;148
" ";" ";"2017 (zaèasni podatki)";450;301;149
" ";"10"
" ";" ";"2009";416;277;139
" ";" ";"2010";424;273;151
" ";" ";"2011";418;252;166
" ";" ";"2012";361;226;135
" ";" ";"2013";364;212;152
" ";" ";"2014";363;214;149
" ";" ";"2015";492;299;193
" ";" ";"2016";481;288;193
" ";" ";"2017 (zaèasni podatki)";473;265;208
" ";"11"
" ";" ";"2009";435;276;159
" ";" ";"2010";401;235;166
" ";" ";"2011";400;228;172
" ";" ";"2012";375;213;162
" ";" ";"2013";402;214;188
" ";" ";"2014";369;196;173
" ";" ";"2015";473;252;221
" ";" ";"2016";435;230;205
" ";" ";"2017 (zaèasni podatki)";457;240;217
" ";"12"
" ";" ";"2009";402;232;170
" ";" ";"2010";364;207;157
" ";" ";"2011";393;229;164
" ";" ";"2012";383;198;185
" ";" ";"2013";373;229;144
" ";" ";"2014";363;207;156
" ";" ";"2015";373;206;167
" ";" ";"2016";381;188;193
" ";" ";"2017 (zaèasni podatki)";380;205;175
" ";"13"
" ";" ";"2009";411;229;182
" ";" ";"2010";422;235;187
" ";" ";"2011";405;225;180
" ";" ";"2012";346;194;152
" ";" ";"2013";353;198;155
" ";" ";"2014";319;173;146
" ";" ";"2015";373;211;162
" ";" ";"2016";347;191;156
" ";" ";"2017 (zaèasni podatki)";364;205;159
" ";"14"
" ";" ";"2009";445;265;180
" ";" ";"2010";453;242;211
" ";" ";"2011";418;235;183
" ";" ";"2012";362;196;166
" ";" ";"2013";385;215;170
" ";" ";"2014";325;174;151
" ";" ";"2015";421;208;213
" ";" ";"2016";361;179;182
" ";" ";"2017 (zaèasni podatki)";398;187;211
" ";"15"
" ";" ";"2009";484;265;219
" ";" ";"2010";458;270;188
" ";" ";"2011";433;234;199
" ";" ";"2012";387;198;189
" ";" ";"2013";353;186;167
" ";" ";"2014";364;170;194
" ";" ";"2015";396;192;204
" ";" ";"2016";401;181;220
" ";" ";"2017 (zaèasni podatki)";401;184;217
" ";"16"
" ";" ";"2009";467;251;216
" ";" ";"2010";448;236;212
" ";" ";"2011";447;224;223
" ";" ";"2012";365;199;166
" ";" ";"2013";343;174;169
" ";" ";"2014";336;168;168
" ";" ";"2015";379;175;204
" ";" ";"2016";425;184;241
" ";" ";"2017 (zaèasni podatki)";405;194;211
" ";"17"
" ";" ";"2009";450;226;224
" ";" ";"2010";409;215;194
" ";" ";"2011";438;224;214
" ";" ";"2012";389;186;203
" ";" ";"2013";376;175;201
" ";" ";"2014";308;139;169
" ";" ";"2015";361;141;220
" ";" ";"2016";397;152;245
" ";" ";"2017 (zaèasni podatki)";417;153;264
" ";"18"
" ";" ";"2009";478;226;252
" ";" ";"2010";425;184;241
" ";" ";"2011";413;206;207
" ";" ";"2012";365;169;196
" ";" ";"2013";353;145;208
" ";" ";"2014";313;129;184
" ";" ";"2015";368;146;222
" ";" ";"2016";331;126;205
" ";" ";"2017 (zaèasni podatki)";316;129;187
" ";"19"
" ";" ";"2009";343;168;175
" ";" ";"2010";350;193;157
" ";" ";"2011";343;179;164
" ";" ";"2012";319;181;138
" ";" ";"2013";287;164;123
" ";" ";"2014";245;125;120
" ";" ";"2015";271;135;136
" ";" ";"2016";248;130;118
" ";" ";"2017 (zaèasni podatki)";273;148;125
" ";"20"
" ";" ";"2009";338;211;127
" ";" ";"2010";320;198;122
" ";" ";"2011";309;196;113
" ";" ";"2012";277;167;110
" ";" ";"2013";267;160;107
" ";" ";"2014";248;146;102
" ";" ";"2015";260;152;108
" ";" ";"2016";260;152;108
" ";" ";"2017 (zaèasni podatki)";265;159;106
"Posavska"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";16298;9105;7193
" ";" ";"2010";15299;8509;6790
" ";" ";"2011";14479;7859;6620
" ";" ";"2012";14042;7494;6548
" ";" ";"2013";13444;7048;6396
" ";" ";"2014";14116;7570;6546
" ";" ";"2015";14533;7807;6726
" ";" ";"2016";15005;8093;6912
" ";" ";"2017 (zaèasni podatki)";15435;8314;7121
" ";"01"
" ";" ";"2009";1348;847;501
" ";" ";"2010";909;502;407
" ";" ";"2011";742;329;413
" ";" ";"2012";776;341;435
" ";" ";"2013";747;307;440
" ";" ";"2014";763;329;434
" ";" ";"2015";827;337;490
" ";" ";"2016";832;359;473
" ";" ";"2017 (zaèasni podatki)";897;411;486
" ";"02"
" ";" ";"2009";1142;482;660
" ";" ";"2010";1127;643;484
" ";" ";"2011";884;385;499
" ";" ";"2012";917;384;533
" ";" ";"2013";853;353;500
" ";" ";"2014";831;334;497
" ";" ";"2015";941;370;571
" ";" ";"2016";907;352;555
" ";" ";"2017 (zaèasni podatki)";952;380;572
" ";"03"
" ";" ";"2009";955;435;520
" ";" ";"2010";1000;498;502
" ";" ";"2011";1100;592;508
" ";" ";"2012";1001;479;522
" ";" ";"2013";1020;494;526
" ";" ";"2014";1100;526;574
" ";" ";"2015";1021;497;524
" ";" ";"2016";992;435;557
" ";" ";"2017 (zaèasni podatki)";972;429;543
" ";"04"
" ";" ";"2009";916;452;464
" ";" ";"2010";901;430;471
" ";" ";"2011";940;449;491
" ";" ";"2012";913;447;466
" ";" ";"2013";908;427;481
" ";" ";"2014";963;463;500
" ";" ";"2015";971;445;526
" ";" ";"2016";1006;467;539
" ";" ";"2017 (zaèasni podatki)";947;415;532
" ";"05"
" ";" ";"2009";855;449;406
" ";" ";"2010";924;501;423
" ";" ";"2011";873;449;424
" ";" ";"2012";788;365;423
" ";" ";"2013";814;407;407
" ";" ";"2014";835;424;411
" ";" ";"2015";857;462;395
" ";" ";"2016";883;483;400
" ";" ";"2017 (zaèasni podatki)";884;462;422
" ";"06"
" ";" ";"2009";947;549;398
" ";" ";"2010";900;486;414
" ";" ";"2011";771;405;366
" ";" ";"2012";752;399;353
" ";" ";"2013";702;391;311
" ";" ";"2014";791;444;347
" ";" ";"2015";779;446;333
" ";" ";"2016";851;457;394
" ";" ";"2017 (zaèasni podatki)";890;510;380
" ";"07"
" ";" ";"2009";834;494;340
" ";" ";"2010";744;412;332
" ";" ";"2011";738;414;324
" ";" ";"2012";746;422;324
" ";" ";"2013";722;431;291
" ";" ";"2014";722;468;254
" ";" ";"2015";795;494;301
" ";" ";"2016";832;524;308
" ";" ";"2017 (zaèasni podatki)";862;487;375
" ";"08"
" ";" ";"2009";754;466;288
" ";" ";"2010";829;503;326
" ";" ";"2011";803;515;288
" ";" ";"2012";719;454;265
" ";" ";"2013";691;425;266
" ";" ";"2014";737;444;293
" ";" ";"2015";770;476;294
" ";" ";"2016";813;518;295
" ";" ";"2017 (zaèasni podatki)";835;525;310
" ";"09"
" ";" ";"2009";889;550;339
" ";" ";"2010";765;471;294
" ";" ";"2011";662;398;264
" ";" ";"2012";723;452;271
" ";" ";"2013";730;442;288
" ";" ";"2014";713;430;283
" ";" ";"2015";738;443;295
" ";" ";"2016";725;450;275
" ";" ";"2017 (zaèasni podatki)";794;491;303
" ";"10"
" ";" ";"2009";767;509;258
" ";" ";"2010";760;463;297
" ";" ";"2011";762;441;321
" ";" ";"2012";738;429;309
" ";" ";"2013";652;390;262
" ";" ";"2014";685;403;282
" ";" ";"2015";701;413;288
" ";" ";"2016";718;420;298
" ";" ";"2017 (zaèasni podatki)";763;461;302
" ";"11"
" ";" ";"2009";771;449;322
" ";" ";"2010";784;457;327
" ";" ";"2011";676;388;288
" ";" ";"2012";692;415;277
" ";" ";"2013";607;329;278
" ";" ";"2014";663;364;299
" ";" ";"2015";710;411;299
" ";" ";"2016";678;393;285
" ";" ";"2017 (zaèasni podatki)";692;412;280
" ";"12"
" ";" ";"2009";846;481;365
" ";" ";"2010";702;401;301
" ";" ";"2011";649;376;273
" ";" ";"2012";583;320;263
" ";" ";"2013";551;297;254
" ";" ";"2014";618;352;266
" ";" ";"2015";680;376;304
" ";" ";"2016";635;355;280
" ";" ";"2017 (zaèasni podatki)";681;401;280
" ";"13"
" ";" ";"2009";660;384;276
" ";" ";"2010";605;354;251
" ";" ";"2011";630;371;259
" ";" ";"2012";607;323;284
" ";" ";"2013";571;287;284
" ";" ";"2014";627;332;295
" ";" ";"2015";585;331;254
" ";" ";"2016";644;362;282
" ";" ";"2017 (zaèasni podatki)";674;377;297
" ";"14"
" ";" ";"2009";622;346;276
" ";" ";"2010";634;362;272
" ";" ";"2011";590;323;267
" ";" ";"2012";538;305;233
" ";" ";"2013";500;272;228
" ";" ";"2014";577;329;248
" ";" ";"2015";578;323;255
" ";" ";"2016";650;356;294
" ";" ";"2017 (zaèasni podatki)";643;346;297
" ";"15"
" ";" ";"2009";703;388;315
" ";" ";"2010";670;369;301
" ";" ";"2011";600;347;253
" ";" ";"2012";548;307;241
" ";" ";"2013";517;248;269
" ";" ";"2014";525;276;249
" ";" ";"2015";568;306;262
" ";" ";"2016";599;315;284
" ";" ";"2017 (zaèasni podatki)";641;331;310
" ";"16"
" ";" ";"2009";674;390;284
" ";" ";"2010";570;330;240
" ";" ";"2011";627;369;258
" ";" ";"2012";607;347;260
" ";" ";"2013";553;295;258
" ";" ";"2014";593;306;287
" ";" ";"2015";596;310;286
" ";" ";"2016";667;360;307
" ";" ";"2017 (zaèasni podatki)";710;369;341
" ";"17"
" ";" ";"2009";668;336;332
" ";" ";"2010";668;325;343
" ";" ";"2011";649;310;339
" ";" ";"2012";608;263;345
" ";" ";"2013";557;227;330
" ";" ";"2014";571;259;312
" ";" ";"2015";592;262;330
" ";" ";"2016";705;317;388
" ";" ";"2017 (zaèasni podatki)";724;333;391
" ";"18"
" ";" ";"2009";725;324;401
" ";" ";"2010";705;316;389
" ";" ";"2011";641;284;357
" ";" ";"2012";624;301;323
" ";" ";"2013";648;320;328
" ";" ";"2014";630;300;330
" ";" ";"2015";634;308;326
" ";" ";"2016";636;344;292
" ";" ";"2017 (zaèasni podatki)";651;375;276
" ";"19"
" ";" ";"2009";617;351;266
" ";" ";"2010";551;298;253
" ";" ";"2011";590;319;271
" ";" ";"2012";592;328;264
" ";" ";"2013";580;325;255
" ";" ";"2014";603;367;236
" ";" ";"2015";643;396;247
" ";" ";"2016";640;393;247
" ";" ";"2017 (zaèasni podatki)";623;377;246
" ";"20"
" ";" ";"2009";605;423;182
" ";" ";"2010";551;388;163
" ";" ";"2011";552;395;157
" ";" ";"2012";570;413;157
" ";" ";"2013";521;381;140
" ";" ";"2014";569;420;149
" ";" ";"2015";547;401;146
" ";" ";"2016";592;433;159
" ";" ";"2017 (zaèasni podatki)";600;422;178
"Jugovzhodna Slovenija"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";39268;22419;16849
" ";" ";"2010";36482;20851;15631
" ";" ";"2011";35398;20064;15334
" ";" ";"2012";34659;19407;15252
" ";" ";"2013";34550;19075;15475
" ";" ";"2014";34807;19320;15487
" ";" ";"2015";35066;19449;15617
" ";" ";"2016";36125;20217;15908
" ";" ";"2017 (zaèasni podatki)";37277;20811;16466
" ";"01"
" ";" ";"2009";1860;1077;783
" ";" ";"2010";1776;887;889
" ";" ";"2011";1592;801;791
" ";" ";"2012";1568;753;815
" ";" ";"2013";1618;752;866
" ";" ";"2014";1371;624;747
" ";" ";"2015";1606;710;896
" ";" ";"2016";1557;729;828
" ";" ";"2017 (zaèasni podatki)";1627;802;825
" ";"02"
" ";" ";"2009";1976;946;1030
" ";" ";"2010";1550;811;739
" ";" ";"2011";1572;784;788
" ";" ";"2012";1493;728;765
" ";" ";"2013";1635;691;944
" ";" ";"2014";1500;668;832
" ";" ";"2015";1567;697;870
" ";" ";"2016";1593;716;877
" ";" ";"2017 (zaèasni podatki)";1729;845;884
" ";"03"
" ";" ";"2009";2181;1105;1076
" ";" ";"2010";1719;899;820
" ";" ";"2011";1604;839;765
" ";" ";"2012";1806;897;909
" ";" ";"2013";1691;879;812
" ";" ";"2014";1961;997;964
" ";" ";"2015";1766;931;835
" ";" ";"2016";1902;981;921
" ";" ";"2017 (zaèasni podatki)";1872;910;962
" ";"04"
" ";" ";"2009";2155;1006;1149
" ";" ";"2010";1799;913;886
" ";" ";"2011";1733;917;816
" ";" ";"2012";1795;975;820
" ";" ";"2013";1799;898;901
" ";" ";"2014";1690;838;852
" ";" ";"2015";1820;924;896
" ";" ";"2016";1801;952;849
" ";" ";"2017 (zaèasni podatki)";1957;941;1016
" ";"05"
" ";" ";"2009";2057;1137;920
" ";" ";"2010";1869;1011;858
" ";" ";"2011";1725;978;747
" ";" ";"2012";1766;934;832
" ";" ";"2013";1921;1040;881
