"";"Regija";"Dejavnost";"Leto";"Plača.za.obodbje.v.EUR";"Plača_za_delano_uro_v_obdobju.v.EUR";"Indeks.spremembe.plače.glede.na.prejšnje.obdobje"
"700";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2008;887,63;5,1;107,6
"701";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2009;988,72;5,77;111,4
"702";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2010;1015;6,12;102,7
"703";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2011;1048,3;6,4;103,3
"704";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2012;1067,31;6,19;101,8
"705";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2013;1035,1;5,79;97
"706";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2014;1029,96;5,76;99,5
"707";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2015;1035,69;6,12;100,6
"708";"Podravska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2016;1021,93;6,13;98,9
"709";"Podravska";"S DRUGE DEJAVNOSTI";2005;653,42;3,93;101,8
"710";"Podravska";"S DRUGE DEJAVNOSTI";2006;668,59;3,95;102,3
"711";"Podravska";"S DRUGE DEJAVNOSTI";2007;715,4;4,13;107
"712";"Podravska";"S DRUGE DEJAVNOSTI";2008;734,39;4,37;102,7
"713";"Podravska";"S DRUGE DEJAVNOSTI";2009;758,39;4,57;103,3
"714";"Podravska";"S DRUGE DEJAVNOSTI";2010;782,69;5,06;103,2
"715";"Podravska";"S DRUGE DEJAVNOSTI";2011;829,66;5,25;106
"716";"Podravska";"S DRUGE DEJAVNOSTI";2012;841,49;5,22;101,4
"717";"Podravska";"S DRUGE DEJAVNOSTI";2013;815,8;5,02;96,9
"718";"Podravska";"S DRUGE DEJAVNOSTI";2014;851,42;5,25;104,4
"719";"Podravska";"S DRUGE DEJAVNOSTI";2015;841,54;5,23;98,8
"720";"Podravska";"S DRUGE DEJAVNOSTI";2016;819,44;5,16;98,7
"721";"Koroška";"SKD Dejavnost";2005;646,59;3,86;106,6
"722";"Koroška";"SKD Dejavnost";2006;674,71;3,94;104,3
"723";"Koroška";"SKD Dejavnost";2007;728,11;4,12;107,9
"724";"Koroška";"SKD Dejavnost";2008;769,89;4,37;105,7
"725";"Koroška";"SKD Dejavnost";2009;829,67;4,96;107,8
"726";"Koroška";"SKD Dejavnost";2010;845,78;5,23;101,9
"727";"Koroška";"SKD Dejavnost";2011;897,52;5,47;106,1
"728";"Koroška";"SKD Dejavnost";2012;914,71;5,38;101,9
"729";"Koroška";"SKD Dejavnost";2013;925,99;5,3;101,2
"730";"Koroška";"SKD Dejavnost";2014;940,17;5,39;101,5
"731";"Koroška";"SKD Dejavnost";2015;936,9;5,53;99,7
"732";"Koroška";"SKD Dejavnost";2016;939,41;5,62;100,6
"733";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2005;552,51;3,51;110,5
"734";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2006;554,05;3,43;100,3
"735";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2007;944,39;5,5;170,5
"736";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2008;694,38;3,93;73,5
"737";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2009;694,32;4,13;100
"738";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2010;737,54;4,51;106,2
"739";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2011;745,09;4,68;101
"740";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2012;785,92;4,82;105,5
"741";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2013;782,68;4,67;99,6
"742";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2014;848,42;4,95;108,4
"743";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2015;777,13;4,77;91,6
"744";"Koroška";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2016;760,06;4,73;93,7
"745";"Koroška";"B RUDARSTVO";2005;676,47;4,28;95,9
"746";"Koroška";"B RUDARSTVO";2006;719,05;4,18;106,3
"747";"Koroška";"B RUDARSTVO";2007;750,69;4,19;104,4
"748";"Koroška";"B RUDARSTVO";2008;782,64;4,3;104,3
"749";"Koroška";"B RUDARSTVO";2009;915,4;5,26;117
"750";"Koroška";"B RUDARSTVO";2010;905,97;5,62;99
"751";"Koroška";"B RUDARSTVO";2011;811,58;4,81;89,6
"752";"Koroška";"B RUDARSTVO";2012;909,88;5,1;112,1
"753";"Koroška";"B RUDARSTVO";2013;891,93;4,86;98
"754";"Koroška";"B RUDARSTVO";2014;888,84;4,86;99,7
"755";"Koroška";"B RUDARSTVO";2015;941,38;5,41;105,9
"756";"Koroška";"B RUDARSTVO";2016;927,82;5,36;103,1
"757";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2005;598,31;3,56;108,9
"758";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2006;623,04;3,6;104,1
"759";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2007;677,06;3,74;108,7
"760";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2008;735,05;4,08;108,6
"761";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2009;740,05;4,44;100,7
"762";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2010;760,41;4,75;102,8
"763";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2011;846,12;5,06;111,3
"764";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2012;868,37;5,02;102,6
"765";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2013;896,94;5,02;103,3
"766";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2014;926,37;5,18;103,3
"767";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2015;925,16;5,31;99,9
"768";"Koroška";"C PREDELOVALNE DEJAVNOSTI";2016;937,22;5,46;101,5
"769";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2005;801,17;4,82;109,5
"770";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2006;850,62;4,96;106,2
"771";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2007;903,11;4,98;106,2
"772";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2008;1028,45;5,7;113,9
"773";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2009;1133,94;6,49;110,3
"774";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2010;1119,24;6,84;98,7
"775";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2011;1083,95;6,59;96,8
"776";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2012;1144,98;6,57;105,6
"777";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2013;1166,49;6,55;101,9
"778";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2014;1192,9;6,57;102,3
"779";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2015;1193;6,85;100
"780";"Koroška";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2016;1223,35;7,12;98,9
"781";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2005;677,76;4,07;106,4
"782";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2006;700,14;3,96;103,3
"783";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2007;728,01;3,99;104
"784";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2008;781,47;4,31;107,3
"785";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2009;798,73;4,63;102,2
"786";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2010;819,5;4,93;102,6
"787";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2011;847,7;5,17;103,4
"788";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2012;862,67;4,93;101,8
"789";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2013;889,53;4,88;103,1
"790";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2014;884,39;4,96;99,4
"791";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2015;868,26;5,21;98,2
"792";"Koroška";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2016;884,34;5,29;102,3
"793";"Koroška";"F GRADBENIŠTVO";2005;583,55;3,47;111,5
"794";"Koroška";"F GRADBENIŠTVO";2006;563,69;3,28;96,6
"795";"Koroška";"F GRADBENIŠTVO";2007;511,25;2,95;90,7
"796";"Koroška";"F GRADBENIŠTVO";2008;571,68;3,29;111,8
"797";"Koroška";"F GRADBENIŠTVO";2009;764,21;4,69;133,7
"798";"Koroška";"F GRADBENIŠTVO";2010;780,09;4,61;102,1
"799";"Koroška";"F GRADBENIŠTVO";2011;770,49;4,58;98,8
"800";"Koroška";"F GRADBENIŠTVO";2012;783,69;4,51;101,7
"801";"Koroška";"F GRADBENIŠTVO";2013;853,51;4,77;108,9
"802";"Koroška";"F GRADBENIŠTVO";2014;832,89;4,68;97,6
"803";"Koroška";"F GRADBENIŠTVO";2015;803;4,72;96,4
"804";"Koroška";"F GRADBENIŠTVO";2016;848,67;5,02;101,7
"805";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2005;547,77;3,28;105,6
"806";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2006;584,76;3,49;106,8
"807";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2007;632,18;3,66;108,1
"808";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2008;678,56;3,93;107,3
"809";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2009;717,98;4,26;105,8
"810";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2010;721,37;4,4;100,5
"811";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2011;755,35;4,64;104,7
"812";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2012;766,88;4,61;101,5
"813";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2013;784,27;4,57;102,3
"814";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2014;804,05;4,73;102,5
"815";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2015;786,03;4,75;97,8
"816";"Koroška";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2016;784,61;4,82;98,2
"817";"Koroška";"H PROMET IN SKLADIŠČENJE";2005;594,65;3,52;100,2
"818";"Koroška";"H PROMET IN SKLADIŠČENJE";2006;645,54;3,76;108,6
"819";"Koroška";"H PROMET IN SKLADIŠČENJE";2007;673,65;3,9;104,4
"820";"Koroška";"H PROMET IN SKLADIŠČENJE";2008;680,7;4;101
"821";"Koroška";"H PROMET IN SKLADIŠČENJE";2009;732,35;4,34;107,6
"822";"Koroška";"H PROMET IN SKLADIŠČENJE";2010;736,06;4,46;100,5
"823";"Koroška";"H PROMET IN SKLADIŠČENJE";2011;769,86;4,63;104,6
"824";"Koroška";"H PROMET IN SKLADIŠČENJE";2012;811,23;4,84;105,4
"825";"Koroška";"H PROMET IN SKLADIŠČENJE";2013;838,08;4,91;103,3
"826";"Koroška";"H PROMET IN SKLADIŠČENJE";2014;836,6;4,93;99,8
"827";"Koroška";"H PROMET IN SKLADIŠČENJE";2015;842,15;5,06;100,7
"828";"Koroška";"H PROMET IN SKLADIŠČENJE";2016;812,09;4,91;100,6
"829";"Koroška";"I GOSTINSTVO";2005;434,11;2,59;95
"830";"Koroška";"I GOSTINSTVO";2006;462,07;2,8;106,4
"831";"Koroška";"I GOSTINSTVO";2007;534,16;3,06;115,6
"832";"Koroška";"I GOSTINSTVO";2008;528,78;3,14;99
"833";"Koroška";"I GOSTINSTVO";2009;620,34;3,67;117,3
"834";"Koroška";"I GOSTINSTVO";2010;602,12;3,74;97,1
"835";"Koroška";"I GOSTINSTVO";2011;639,43;4,26;106,2
"836";"Koroška";"I GOSTINSTVO";2012;654,89;4,14;102,4
"837";"Koroška";"I GOSTINSTVO";2013;663,08;4,06;101,3
"838";"Koroška";"I GOSTINSTVO";2014;650,64;4,05;98,1
"839";"Koroška";"I GOSTINSTVO";2015;635,15;4,11;97,6
"840";"Koroška";"I GOSTINSTVO";2016;653,57;4,19;102,6
"841";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2005;792,56;4,71;111
"842";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2006;810,94;4,66;102,3
"843";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2007;923,55;5,2;113,9
"844";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2008;963,19;5,41;104,3
"845";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2009;1053,87;6,2;109,4
"846";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2010;1088,57;6,66;103,3
"847";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2011;1065,81;6,53;97,9
"848";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2012;1009,23;6,18;94,7
"849";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2013;1005,6;5,83;99,6
"850";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2014;1001,38;5,73;99,6
"851";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2015;997,96;6,03;99,7
"852";"Koroška";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2016;968,51;5,92;100,2
"853";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2005;866,18;5,3;103,7
"854";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2006;920,94;5,4;106,3
"855";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2007;1014,74;5,64;110,2
"856";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2008;1045,67;5,91;103
"857";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2009;1086,45;6,53;103,9
"858";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2010;1092,23;6,78;100,5
"859";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2011;1188,19;7,43;108,8
"860";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2012;1181,54;7,07;99,4
"861";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2013;1152,09;6,71;97,5
"862";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2014;1150,83;6,67;99,9
"863";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2015;1318,37;7,84;114,6
"864";"Koroška";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2016;1202,62;7,3;103,6
"865";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2005;770,36;4,62;111,6
"866";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2006;798,54;4,59;103,7
"867";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2007;915,97;5,1;114,7
"868";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2008;909,92;5,22;99,3
"869";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2009;767,26;4,8;84,3
"870";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2010;828,42;5,19;108
"871";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2011;834,67;5,08;100,8
"872";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2012;955,16;5,56;114,4
"873";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2013;996,32;5,54;104,3
"874";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2014;1010,12;5,67;101,4
"875";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2015;976,38;5,66;96,7
"876";"Koroška";"L POSLOVANJE Z NEPREMIČNINAMI";2016;959,96;5,77;98,1
"877";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2005;724,06;4,24;103,8
"878";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2006;656,7;4;90,7
"879";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2007;729,88;4,18;111,1
"880";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2008;790,06;4,49;108,2
"881";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2009;878,48;5,51;111,2
"882";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2010;884,7;5,43;100,7
"883";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2011;936,95;5,76;105,9
"884";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2012;962,11;5,61;102,7
"885";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2013;938,07;5,51;97,5
"886";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2014;963,93;5,68;102,8
"887";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2015;959,89;5,84;99,6
"888";"Koroška";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2016;948,6;5,86;98,5
"889";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2005;537,21;3,31;99,5
"890";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2006;564,32;3,46;105
"891";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2007;633,64;3,82;112,3
"892";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2008;842,57;4,99;133
"893";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2009;997,16;6,05;118,3
"894";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2010;837,83;5,1;84
"895";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2011;804,02;5,03;96
"896";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2012;867,96;5,26;108
"897";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2013;857,65;5,23;98,8
"898";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2014;869,35;5,22;101,4
"899";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2015;819;5,2;94,2
"900";"Koroška";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2016;819,93;5,26;97,8
"901";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2005;831,25;4,98;104,5
"902";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2006;853,3;4,96;102,7
"903";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2007;909,17;5,11;106,5
"904";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2008;936,89;5,32;103
"905";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2009;1084,09;6,42;115,7
"906";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2010;1084,25;6,73;100
"907";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2011;1103,18;6,83;101,7
"908";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2012;1106,84;6,6;100,3
"909";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2013;1104,64;6,26;99,8
"910";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2014;1130,96;6,41;102,4
"911";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2015;1076,94;6,36;95,2
"912";"Koroška";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2016;1078,63;6,45;98,5
"913";"Koroška";"P IZOBRAŽEVANJE";2005;808,47;4,97;104,2
"914";"Koroška";"P IZOBRAŽEVANJE";2006;869,03;5,3;107,5
"915";"Koroška";"P IZOBRAŽEVANJE";2007;939,41;5,59;108,1
"916";"Koroška";"P IZOBRAŽEVANJE";2008;961,71;5,82;102,4
"917";"Koroška";"P IZOBRAŽEVANJE";2009;1064,64;6,5;110,7
"918";"Koroška";"P IZOBRAŽEVANJE";2010;1051,01;6,74;98,7
"919";"Koroška";"P IZOBRAŽEVANJE";2011;1058,34;6,84;100,7
"920";"Koroška";"P IZOBRAŽEVANJE";2012;1061,57;6,55;100,3
"921";"Koroška";"P IZOBRAŽEVANJE";2013;1027,05;6,07;96,7
"922";"Koroška";"P IZOBRAŽEVANJE";2014;1016,33;6,01;99
"923";"Koroška";"P IZOBRAŽEVANJE";2015;1034,31;6,45;101,8
"924";"Koroška";"P IZOBRAŽEVANJE";2016;1022,5;6,38;99,9
"925";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2005;794,59;4,66;103,7
"926";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2006;809,82;4,71;101,9
"927";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2007;878,9;5,22;108,5
"928";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2008;880,16;5,08;100,1
"929";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2009;1067,26;6,07;121,3
"930";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2010;1065,45;6,37;99,8
"931";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2011;1073,5;6,49;100,8
"932";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2012;1087,9;6,44;101,3
"933";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2013;1071,5;6,28;98,5
"934";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2014;1047,27;6,24;97,7
"935";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2015;1060,67;6,36;101,3
"936";"Koroška";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2016;1056,42;6,4;100,8
"937";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2005;747,65;4,57;105,3
"938";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2006;730,85;4,38;97,8
"939";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2007;739,02;4,48;101,1
"940";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2008;783,43;4,66;106
"941";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2009;861,1;5,15;109,9
"942";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2010;848,59;5,57;98,5
"943";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2011;916,81;5,87;108
"944";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2012;943,2;5,76;102,9
"945";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2013;907,31;5,44;96,2
"946";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2014;953,72;5,63;105,1
"947";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2015;876,08;5,47;91,9
"948";"Koroška";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2016;872,44;5,53;97,5
"949";"Koroška";"S DRUGE DEJAVNOSTI";2005;623,55;3,74;104,9
"950";"Koroška";"S DRUGE DEJAVNOSTI";2006;676,94;3,92;108,6
"951";"Koroška";"S DRUGE DEJAVNOSTI";2007;674,21;3,95;99,6
"952";"Koroška";"S DRUGE DEJAVNOSTI";2008;708,96;4,26;105,2
"953";"Koroška";"S DRUGE DEJAVNOSTI";2009;781,11;4,87;110,2
"954";"Koroška";"S DRUGE DEJAVNOSTI";2010;817,8;5,24;104,7
"955";"Koroška";"S DRUGE DEJAVNOSTI";2011;864,5;5,26;105,7
