"";"Regija";"Dejavnost";"Leto";"Plača.za.obodbje.v.EUR";"Plača_za_delano_uro_v_obdobju.v.EUR";"Indeks.spremembe.plače.glede.na.prejšnje.obdobje"
"2255";"Gorenjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2011;1209,03;7,35;107,6
"2256";"Gorenjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2012;1199,19;7,06;99,2
"2257";"Gorenjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2013;1164,6;6,66;97,1
"2258";"Gorenjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2014;1161,3;7,37;99,7
"2259";"Gorenjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2015;1194,95;7,04;102,9
"2260";"Gorenjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2016;1208,19;7,19;103,2
"2261";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2005;874,27;5,27;102,7
"2262";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2006;967,49;5,64;110,7
"2263";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2007;1072,07;6,01;110,8
"2264";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2008;1155,72;6,6;107,8
"2265";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2009;1197,37;7,09;103,6
"2266";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2010;1202,68;7,37;100,4
"2267";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2011;1133,44;6,88;94,2
"2268";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2012;1268,23;7,45;111,9
"2269";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2013;1288,4;7,27;101,6
"2270";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2014;1237,98;7,01;96,1
"2271";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2015;1270,72;7,5;102,6
"2272";"Gorenjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2016;1271,43;7,6;103,4
"2273";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2005;751,8;4,5;102,7
"2274";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2006;779,39;4,86;103,7
"2275";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2007;851,43;4,99;109,2
"2276";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2008;764,38;4,57;89,8
"2277";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2009;769,22;4,7;100,6
"2278";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2010;797,98;4,91;103,7
"2279";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2011;934,58;5,86;117,1
"2280";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2012;916,38;5,62;98,1
"2281";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2013;895,98;5,56;97,8
"2282";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2014;867,89;5,32;96,9
"2283";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2015;849,6;5,33;97,9
"2284";"Gorenjska";"L POSLOVANJE Z NEPREMIČNINAMI";2016;874,01;5,5;97,2
"2285";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2005;773,14;4,65;108,5
"2286";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2006;860,81;5,1;111,3
"2287";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2007;879,37;5,02;102,2
"2288";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2008;946,25;5,46;107,6
"2289";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2009;935,88;5,55;98,9
"2290";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2010;911,63;5,61;97,4
"2291";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2011;941,77;5,81;103,3
"2292";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2012;950,79;5,72;101
"2293";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2013;977,26;5,65;102,8
"2294";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2014;978,45;5,66;100,1
"2295";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2015;1030,19;6,15;105,3
"2296";"Gorenjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2016;1023,66;6,22;101,8
"2297";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2005;445,3;2,73;100,5
"2298";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2006;462,98;2,79;104
"2299";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2007;482,12;2,88;104,1
"2300";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2008;546,12;3,28;113,3
"2301";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2009;608,83;3,77;111,5
"2302";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2010;620,41;4;101,9
"2303";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2011;695,51;4,32;112,1
"2304";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2012;713,93;4,47;102,6
"2305";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2013;712,48;4,28;99,8
"2306";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2014;731,55;4,32;102,7
"2307";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2015;642,37;4,09;87,8
"2308";"Gorenjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2016;643,12;4,08;95,5
"2309";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2005;815,96;4,95;102,7
"2310";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2006;858,14;4,96;105,2
"2311";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2007;912,18;5,14;106,3
"2312";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2008;948,36;5,36;104
"2313";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2009;1045,47;6,1;110,2
"2314";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2010;1063,73;6,45;101,7
"2315";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2011;1065,02;6,5;100,1
"2316";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2012;1081,09;6,31;101,5
"2317";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2013;1097,31;6,08;101,5
"2318";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2014;1076,7;5,96;98,1
"2319";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2015;1080,98;6,26;100,4
"2320";"Gorenjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2016;1084,18;6,35;100,6
"2321";"Gorenjska";"P IZOBRAŽEVANJE";2005;841,97;5,07;105,5
"2322";"Gorenjska";"P IZOBRAŽEVANJE";2006;909,79;5,44;108,1
"2323";"Gorenjska";"P IZOBRAŽEVANJE";2007;980,15;5,76;107,7
"2324";"Gorenjska";"P IZOBRAŽEVANJE";2008;1023,32;6,03;104,4
"2325";"Gorenjska";"P IZOBRAŽEVANJE";2009;1090,04;6,5;106,5
"2326";"Gorenjska";"P IZOBRAŽEVANJE";2010;1090,01;6,76;100
"2327";"Gorenjska";"P IZOBRAŽEVANJE";2011;1096,14;6,84;100,6
"2328";"Gorenjska";"P IZOBRAŽEVANJE";2012;1099,2;6,57;100,3
"2329";"Gorenjska";"P IZOBRAŽEVANJE";2013;1048,05;6,13;95,3
"2330";"Gorenjska";"P IZOBRAŽEVANJE";2014;1041,99;6,09;99,4
"2331";"Gorenjska";"P IZOBRAŽEVANJE";2015;1053,93;6,34;101,1
"2332";"Gorenjska";"P IZOBRAŽEVANJE";2016;1044,13;6,35;100,8
"2333";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2005;811,55;4,77;104,2
"2334";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2006;832,24;4,82;102,5
"2335";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2007;892,73;4,99;107,3
"2336";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2008;920,21;5,21;103,1
"2337";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2009;1145,68;6,4;124,5
"2338";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2010;1098,97;6,49;95,9
"2339";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2011;1095,19;6,43;99,7
"2340";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2012;1093,85;6,3;99,9
"2341";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2013;1079,31;6,08;98,7
"2342";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2014;1079,63;6,06;100
"2343";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2015;1072,91;6,19;99,4
"2344";"Gorenjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2016;1076,13;6,25;100
"2345";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2005;929,35;5,53;111,5
"2346";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2006;845,1;5,1;90,9
"2347";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2007;900,6;5,26;106,6
"2348";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2008;936,47;5,57;104
"2349";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2009;1024,18;6,16;109,4
"2350";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2010;1106,76;6,86;108,1
"2351";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2011;1053,05;6,52;95,1
"2352";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2012;1056,66;6,32;100,3
"2353";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2013;1034,22;5,96;97,9
"2354";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2014;1005,85;5,8;97,3
"2355";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2015;1034,05;6,24;102,8
"2356";"Gorenjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2016;1002,32;6,16;98,5
"2357";"Gorenjska";"S DRUGE DEJAVNOSTI";2005;619,86;3,69;110,3
"2358";"Gorenjska";"S DRUGE DEJAVNOSTI";2006;650,72;3,83;105
"2359";"Gorenjska";"S DRUGE DEJAVNOSTI";2007;745,78;4,36;114,6
"2360";"Gorenjska";"S DRUGE DEJAVNOSTI";2008;807,72;4,73;108,3
"2361";"Gorenjska";"S DRUGE DEJAVNOSTI";2009;784,19;4,76;97,1
"2362";"Gorenjska";"S DRUGE DEJAVNOSTI";2010;824,21;5,09;105,1
"2363";"Gorenjska";"S DRUGE DEJAVNOSTI";2011;862,37;5,42;104,6
"2364";"Gorenjska";"S DRUGE DEJAVNOSTI";2012;867,92;5,28;100,6
"2365";"Gorenjska";"S DRUGE DEJAVNOSTI";2013;898,61;5,43;103,5
"2366";"Gorenjska";"S DRUGE DEJAVNOSTI";2014;840,76;5,04;93,6
"2367";"Gorenjska";"S DRUGE DEJAVNOSTI";2015;820,24;5,1;97,6
"2368";"Gorenjska";"S DRUGE DEJAVNOSTI";2016;815,37;5,1;95,1
"2369";"Primorsko-notranjska";"SKD Dejavnost";2005;643,82;3,87;103,6
"2370";"Primorsko-notranjska";"SKD Dejavnost";2006;680,18;3,97;105,6
"2371";"Primorsko-notranjska";"SKD Dejavnost";2007;737,26;4,16;108,4
"2372";"Primorsko-notranjska";"SKD Dejavnost";2008;780,29;4,45;105,8
"2373";"Primorsko-notranjska";"SKD Dejavnost";2009;818,48;4,88;104,9
"2374";"Primorsko-notranjska";"SKD Dejavnost";2010;823,01;5,08;100,6
"2375";"Primorsko-notranjska";"SKD Dejavnost";2011;851,24;5,24;103,4
"2376";"Primorsko-notranjska";"SKD Dejavnost";2012;892,1;5,28;104,8
"2377";"Primorsko-notranjska";"SKD Dejavnost";2013;882,49;5,11;98,9
"2378";"Primorsko-notranjska";"SKD Dejavnost";2014;908,54;5,17;103
"2379";"Primorsko-notranjska";"SKD Dejavnost";2015;910,87;5,37;100,3
"2380";"Primorsko-notranjska";"SKD Dejavnost";2016;905,26;5,41;100,6
"2381";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2005;744,16;4,51;111,7
"2382";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2006;768,33;4,4;103,2
"2383";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2007;874,31;4,95;113,8
"2384";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2008;947,33;5,27;108,4
"2385";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2009;924,14;5,36;97,6
"2386";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2010;919,64;5,53;99,5
"2387";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2011;1072,91;6,45;116,7
"2388";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2012;1138,51;6,62;106,1
"2389";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2013;1099,07;6,12;96,5
"2390";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2014;1026,9;5,81;93,4
"2391";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2015;1019,79;6,01;99,3
"2392";"Primorsko-notranjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2016;1036,9;6,11;100,5
"2393";"Primorsko-notranjska";"B RUDARSTVO";2007;638,5;3,52;122,8
"2394";"Primorsko-notranjska";"B RUDARSTVO";2008;625,89;3,71;98
"2395";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2005;588,63;3,53;106,4
"2396";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2006;631,07;3,65;107,2
"2397";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2007;685,79;3,81;108,7
"2398";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2008;725,97;4,1;105,9
"2399";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2009;731,64;4,39;100,8
"2400";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2010;743,68;4,57;101,6
"2401";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2011;768,3;4,74;103,3
"2402";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2012;821,73;4,83;107
"2403";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2013;795,02;4,67;96,7
"2404";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2014;868,72;4,86;109,3
"2405";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2015;866,89;5,03;99,8
"2406";"Primorsko-notranjska";"C PREDELOVALNE DEJAVNOSTI";2016;860,29;5,07;100,6
"2407";"Primorsko-notranjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2005;774,21;4,62;109,6
"2408";"Primorsko-notranjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2015;1911,23;10,86;70,8
"2409";"Primorsko-notranjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2016;1456,25;8,66;67,7
"2410";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2005;684,57;4,06;107,4
"2411";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2006;728,95;4,14;106,5
"2412";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2007;842,35;4,77;115,6
"2413";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2008;879,43;5,05;104,4
"2414";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2009;911,42;5,23;103,6
"2415";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2010;970,77;5,72;106,5
"2416";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2011;982,75;5,87;101,2
"2417";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2012;1035,42;5,9;105,4
"2418";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2013;1074,83;5,83;103,8
"2419";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2014;1146,12;6,33;106,6
"2420";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2015;1111,17;6,36;97
"2421";"Primorsko-notranjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2016;1094,89;6,42;98,7
"2422";"Primorsko-notranjska";"F GRADBENIŠTVO";2005;591,65;3,5;102,4
"2423";"Primorsko-notranjska";"F GRADBENIŠTVO";2006;628,02;3,63;106,1
"2424";"Primorsko-notranjska";"F GRADBENIŠTVO";2007;689,81;3,83;109,8
"2425";"Primorsko-notranjska";"F GRADBENIŠTVO";2008;762,57;4,2;110,5
"2426";"Primorsko-notranjska";"F GRADBENIŠTVO";2009;748,3;4,43;98,1
"2427";"Primorsko-notranjska";"F GRADBENIŠTVO";2010;714,76;4,3;95,5
"2428";"Primorsko-notranjska";"F GRADBENIŠTVO";2011;742,85;4,34;103,9
"2429";"Primorsko-notranjska";"F GRADBENIŠTVO";2012;777;4,55;104,6
"2430";"Primorsko-notranjska";"F GRADBENIŠTVO";2013;813,23;4,54;104,7
"2431";"Primorsko-notranjska";"F GRADBENIŠTVO";2014;794,96;4,48;97,8
"2432";"Primorsko-notranjska";"F GRADBENIŠTVO";2015;795,39;4,58;100,1
"2433";"Primorsko-notranjska";"F GRADBENIŠTVO";2016;800,36;4,73;101,6
"2434";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2005;551,05;3,3;103,1
"2435";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2006;573,58;3,37;104,1
"2436";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2007;617,24;3,56;107,6
"2437";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2008;666,41;3,86;108
"2438";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2009;705,1;4,18;105,8
"2439";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2010;708,69;4,37;100,5
"2440";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2011;732,47;4,51;103,4
"2441";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2012;760,62;4,52;103,8
"2442";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2013;769,02;4,43;101,1
"2443";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2014;770,56;4,47;100,2
"2444";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2015;789,26;4,69;102,4
"2445";"Primorsko-notranjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2016;796,95;4,8;101,6
"2446";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2005;660,08;4;103,5
"2447";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2006;701,44;4,15;106,3
"2448";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2007;755,69;4,31;107,7
"2449";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2008;809,8;4,49;107,2
"2450";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2009;818,42;4,75;101,1
"2451";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2010;816,43;5,14;99,8
"2452";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2011;865,14;5,26;106
"2453";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2012;950,88;5,58;109,9
"2454";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2013;969,18;5,44;101,9
"2455";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2014;972,86;5,44;100,4
"2456";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2015;958,58;5,72;98,5
"2457";"Primorsko-notranjska";"H PROMET IN SKLADIŠČENJE";2016;954,14;5,67;101,4
"2458";"Primorsko-notranjska";"I GOSTINSTVO";2005;490,92;3,01;99,4
"2459";"Primorsko-notranjska";"I GOSTINSTVO";2006;565,2;3,41;115,1
"2460";"Primorsko-notranjska";"I GOSTINSTVO";2007;584,04;3,55;103,3
"2461";"Primorsko-notranjska";"I GOSTINSTVO";2008;698,44;4,42;119,6
"2462";"Primorsko-notranjska";"I GOSTINSTVO";2009;676,09;4,39;96,8
"2463";"Primorsko-notranjska";"I GOSTINSTVO";2010;697,69;4,67;103,2
"2464";"Primorsko-notranjska";"I GOSTINSTVO";2011;745,24;4,91;106,8
"2465";"Primorsko-notranjska";"I GOSTINSTVO";2012;794,85;5,05;106,7
"2466";"Primorsko-notranjska";"I GOSTINSTVO";2013;735,6;4,36;92,5
"2467";"Primorsko-notranjska";"I GOSTINSTVO";2014;702,12;4,09;95,4
"2468";"Primorsko-notranjska";"I GOSTINSTVO";2015;753,4;4,67;107,3
"2469";"Primorsko-notranjska";"I GOSTINSTVO";2016;752,49;4,78;109,2
"2470";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2005;682,9;3,99;88,5
"2471";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2006;774,11;4,51;113,4
"2472";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2007;792,31;4,59;102,4
"2473";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2008;889,29;5,06;112,2
"2474";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2009;902,02;5,49;101,4
"2475";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2010;927,83;5,81;102,9
"2476";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2011;979,17;5,96;105,5
"2477";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2012;987,46;5,83;100,8
"2478";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2013;1059,38;5,89;107,3
"2479";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2014;1035,56;5,86;97,8
"2480";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2015;972,44;5,78;93,9
"2481";"Primorsko-notranjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2016;1006,16;6,07;97,4
"2482";"Primorsko-notranjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2005;821,29;5;106,7
"2483";"Primorsko-notranjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2006;827,25;4,94;100,7
"2484";"Primorsko-notranjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2007;898,32;5,11;108,6
"2485";"Primorsko-notranjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2008;958,79;5,49;106,7
